title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable ocean.ocontempdiff.tavg-ol-hxy-sea.yr.glb (Oyr.ocontempdiff),1628,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1628,yr ocean CMIP6 approved_HadGEM,ocontempdiff_tavg-ol-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing,"""standard_name"" was ""tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_dianeutral_mixing"";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized dianeutral mixing. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,W m-2,CMIP6 CMOR variable,,ocontempdiff,,,,W m-2
Variable ocean.dispkexyfo.tavg-u-hxy-sea.yr.glb (Oyr.dispkexyfo),1627,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1627,yr ocean CMIP6 UKESM1 HadGEM3-GC31 do-not-produce,dispkexyfo_tavg-u-hxy-sea,ocean_kinetic_energy_dissipation_per_unit_area_due_to_xy_friction,,area: areacello,area: mean where sea time: mean,"Depth integrated impacts on kinetic energy arising from lateral frictional dissipation associated with Laplacian and/or biharmonic viscosity. For CMIP5, this diagnostic was 3d, whereas the CMIP6 depth integrated diagnostic is sufficient for many purposes and reduces archive requirements.",longitude latitude time,yr,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,ocean,,,glb,W m-2,CMIP6 CMOR variable,dispkexyfo,,dispkexyfo,dispkexyfo,,W m-2
Variable ocean.difvso.tavg-ol-hxy-sea.yr.glb (Oyr.difvso),1626,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1626,yr ocean CMIP6 UKESM1 HadGEM3-GC31 approved,difvso_tavg-ol-hxy-sea,ocean_vertical_salt_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Vertical/dianeutral diffusivity applied to prognostic salinity field.,longitude latitude olevel time,yr,Ocean Vertical Salt Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,m2 s-1,CMIP6 CMOR variable,difvso,difvso,difvso,difvso,,m2 s-1
Variable ocean.difvho.tavg-ol-hxy-sea.yr.glb (Oyr.difvho),1625,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1625,yr ocean CMIP6 UKESM1 HadGEM3-GC31 approved,difvho_tavg-ol-hxy-sea,ocean_vertical_heat_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Vertical/dianeutral diffusivity applied to prognostic temperature field.,longitude latitude olevel time,yr,Ocean Vertical Heat Diffusivity,ocean,,Report on native horizontal grid as well. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,m2 s-1,CMIP6 CMOR variable,difvho,difvho,difvho,difvho,,m2 s-1
Variable ocean.diftrelo.tavg-ol-hxy-sea.yr.glb (Oyr.diftrelo),1624,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1624,yr ocean CMIP6 comment needed,diftrelo_tavg-ol-hxy-sea,ocean_tracer_epineutral_laplacian_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Ocean tracer diffusivity associated with parameterized eddy-induced diffusive transport oriented along neutral or isopycnal directions. Sometimes this diffusivity is called the neutral diffusivity or isopycnal diffusivity or Redi diffusivity.,longitude latitude olevel time,yr,Ocean Tracer Epineutral Laplacian Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,m2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.diftrblo.tavg-ol-hxy-sea.yr.glb (Oyr.diftrblo),1623,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1623,yr ocean CMIP6 comment needed,diftrblo_tavg-ol-hxy-sea,ocean_tracer_laplacian_diffusivity_due_to_parameterized_mesoscale_eddy_advection,"""comment"" was ""Ocean tracer diffusivity associated with parameterized eddy-induced advective transport. Sometimes this diffusivity is called the 'thickness' diffusivity. For CMIP5, this diagnostic was called 'ocean tracer bolus laplacian diffusivity'. The CMIP6 name is physically more relevant."";",area: areacello volume: volcello,area: mean where sea time: mean,"Ocean tracer diffusivity associated with parameterized eddy-induced advective transport. Sometimes this diffusivity is called the ""thickness"" diffusivity. For CMIP5, this diagnostic was called ""ocean tracer bolus laplacian diffusivity"". The CMIP6 name is physically more relevant.",longitude latitude olevel time,yr,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,m2 s-1,CMIP6 CMOR variable,diftrblo,,diftrblo,diftrblo,,m2 s-1
Variable ocean.difmxylo.tavg-ol-hxy-sea.yr.glb (Oyr.difmxylo),1622,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1622,yr ocean CMIP6 comment needed,difmxylo_tavg-ol-hxy-sea,ocean_momentum_xy_laplacian_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Lateral Laplacian viscosity applied to the momentum equations.,longitude latitude olevel time,yr,Ocean Momentum XY Laplacian Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,m2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.difmxybo.tavg-ol-hxy-sea.yr.glb (Oyr.difmxybo),1621,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1621,yr ocean CMIP6 comment needed high-res-only,difmxybo_tavg-ol-hxy-sea,ocean_momentum_xy_biharmonic_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Lateral biharmonic viscosity applied to the momentum equations.,longitude latitude olevel time,yr,Ocean Momentum XY Biharmonic Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,m4 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.zostoga.tavg-u-hm-sea.mon.glb (Omon.zostoga),1620,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1620,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,zostoga_tavg-u-hm-sea,global_average_thermosteric_sea_level_change,,,area: mean where sea time: mean,There is no CMIP6 request for zosga nor zossga.,time,mon,Global Average Thermosteric Sea Level Change,ocean,,,glb,m,CMIP6 CMOR variable,"calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)","calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)","calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)","calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)",,m
Variable ocean.zossq.tavg-u-hxy-sea.mon.glb (Omon.zossq),1619,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1619,mon ocean CMIP6 UKESM1 HadGEM3-GC31 approved,zossq_tavg-u-hxy-sea,square_of_sea_surface_height_above_geoid,,area: areacello,area: mean where sea time: mean,Surface ocean geoid defines z=0.,longitude latitude time,mon,Square of Sea Surface Height Above Geoid,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid.,glb,m2,CMIP6 CMOR variable,zossq,zossq,zossq,zossq,,m2
Variable ocean.zos.tavg-u-hxy-sea.mon.glb (Omon.zos),1618,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1618,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,zos_tavg-u-hxy-sea,sea_surface_height_above_geoid,,area: areacello,area: mean where sea time: mean,"This is the effective dynamic sea level, so should have zero global area mean. It should not include inverse barometer depressions from sea ice.",longitude latitude time,mon,Sea Surface Height Above Geoid,ocean,,"See OMDP document for details. Report on native horizontal grid as well as on a spherical latitude/longitude grid.; The effective dynamic sea level as if sea ice (and snow) at a grid cell were converted to liquid seawater. The liquid-water equivalent sea surface which the liquid would have if the ice were replaced by an equal mass of sea water of the density of the surface water in its vicinity. Inverse barometer responses from sea-ice (and snow) loading are removed using equation H3 of Griffies et al, 2016 (<https://doi.org/10.5194/gmd-9-3231-2016>). zos is a dynamic sea level should have zero global area mean.; Ocean dynamic sea level is defined by Gregory et al. (2019: [doi.org/10.1007/s10712-019-09525-z](https://airtable.com/appqRFkdpwAitEZNY/tblxLKbWgySWunrpw/doi.org/10.1007/s10712-019-09525-z) )",glb,m,CMIP6 CMOR variable,zos,zos,zos,zos,,m
Variable ocnBgchem.zooc.tavg-ols-hxy-sea.mon.30S-90S (Omon.zoocos),1617,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1617,mon ocnBgchem CMIP6 UKESM1 approved_UKESM,zooc_tavg-ols-hxy-sea,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,sum of zooplankton carbon component concentrations,longitude latitude time osurf,mon,Surface Zooplankton Carbon Concentration,ocnBgchem,,"This is a regional subset of the variable. If you are producing the global equivalent of Omon.zoocos, you should omit this regional South30 version. ; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time osurf,",30S-90S,mol m-3,CMIP6 CMOR variable,,,(ZMI[depth=0] + ZME[depth=0]) * C_TO_N_RATIO_ZOO / thkcello[depth=0],(ZMI[depth=0] + ZME[depth=0]) * C_TO_N_RATIO_ZOO / thkcello[depth=0],,mmol m-3
Variable ocnBgchem.zooc.tavg-ol-hxy-sea.mon.glb (Omon.zooc),1616,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1616,mon ocnBgchem CMIP6 UKESM1 approved_UKESM,zooc_tavg-ol-hxy-sea,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,sum of zooplankton carbon component concentrations,longitude latitude olevel time,mon,Zooplankton Carbon Concentration,ocnBgchem,,,glb,mol m-3,CMIP6 CMOR variable,,,(ZMI_E3T + ZME_E3T) * C_TO_N_RATIO_ZOO / thkcello,(ZMI_E3T + ZME_E3T) * C_TO_N_RATIO_ZOO / thkcello,,mmol m-3
Variable ocnBgchem.zmisc.tavg-ols-hxy-sea.mon.30S-90S (Omon.zmiscos),1615,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1615,mon ocnBgchem CMIP6 do-not-produce,zmisc_tavg-ols-hxy-sea,mole_concentration_of_miscellaneous_zooplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,"carbon from additional zooplankton component concentrations alone (e.g. Micro, meso). Since the models all have different numbers of components, this variable has been included to provide a check for intercomparison between models since some phytoplankton groups are supersets.",longitude latitude time osurf,mon,Surface Mole Concentration of Other Zooplankton Expressed as Carbon in Sea Water,ocnBgchem,,"This is a regional subset of the variable. If you are producing the global equivalent of Omon.zmiscos, you should omit this regional South30 version. ; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time osurf,",30S-90S,mol m-3,CMIP6 CMOR variable,,,,,,
Variable ocnBgchem.zmisc.tavg-ol-hxy-sea.mon.glb (Omon.zmisc),1614,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1614,mon ocnBgchem CMIP6 do-not-produce,zmisc_tavg-ol-hxy-sea,mole_concentration_of_miscellaneous_zooplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,"carbon from additional zooplankton component concentrations alone (e.g. Micro, meso). Since the models all have different numbers of components, this variable has been included to provide a check for intercomparison between models since some phytoplankton groups are supersets.",longitude latitude olevel time,mon,Mole Concentration of Other Zooplankton Expressed as Carbon in Sea Water,ocnBgchem,,,glb,mol m-3,CMIP6 CMOR variable,,,,,,
Variable ocnBgchem.zmicro.tavg-ols-hxy-sea.mon.30S-90S (Omon.zmicroos),1613,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1613,mon ocnBgchem CMIP6 UKESM1 approved_UKESM,zmicro_tavg-ols-hxy-sea,mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,carbon concentration from the microzooplankton (<20 um) component alone,longitude latitude time osurf,mon,Surface Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,ocnBgchem,,"This is a regional subset of the variable. If you are producing the global equivalent of Omon.zmicroos, you should omit this regional South30 version. ; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time osurf,",30S-90S,mol m-3,CMIP6 CMOR variable,,,ZMI_E3T[depth=0] * C_TO_N_RATIO_ZOO / thkcello[depth=0],ZMI_E3T[depth=0] * C_TO_N_RATIO_ZOO / thkcello[depth=0],,mmol m-3
Variable ocnBgchem.zmicro.tavg-ol-hxy-sea.mon.glb (Omon.zmicro),1612,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1612,mon ocnBgchem CMIP6 UKESM1 approved_UKESM,zmicro_tavg-ol-hxy-sea,mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,carbon concentration from the microzooplankton (<20 um) component alone,longitude latitude olevel time,mon,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,ocnBgchem,,,glb,mol m-3,CMIP6 CMOR variable,,,ZMI_E3T * C_TO_N_RATIO_ZOO / thkcello,ZMI_E3T * C_TO_N_RATIO_ZOO / thkcello,,mmol m-3
Variable ocnBgchem.zmeso.tavg-ols-hxy-sea.mon.30S-90S (Omon.zmesoos),1611,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1611,mon ocnBgchem CMIP6 UKESM1 approved_UKESM,zmeso_tavg-ols-hxy-sea,mole_concentration_of_mesozooplankton_expressed_as_carbon_in_sea_water,,area: areacello,area: mean where sea time: mean,carbon concentration from mesozooplankton (20-200 um) component alone,longitude latitude time osurf,mon,Surface Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,ocnBgchem,,"This is a regional subset of the variable. If you are producing the global equivalent of Omon.zmesoos, you should omit this regional South30 version. ; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time osurf,",30S-90S,mol m-3,CMIP6 CMOR variable,,,ZME_E3T[depth=0] * C_TO_N_RATIO_ZOO / thkcello[depth=0],ZME_E3T[depth=0] * C_TO_N_RATIO_ZOO / thkcello[depth=0],,mmol m-3
Variable ocnBgchem.zmeso.tavg-ol-hxy-sea.mon.glb (Omon.zmeso),1610,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1610,mon ocnBgchem CMIP6 UKESM1 approved_UKESM,zmeso_tavg-ol-hxy-sea,mole_concentration_of_mesozooplankton_expressed_as_carbon_in_sea_water,,area: areacello volume: volcello,area: mean where sea time: mean,carbon concentration from mesozooplankton (20-200 um) component alone,longitude latitude olevel time,mon,Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,ocnBgchem,,,glb,mol m-3,CMIP6 CMOR variable,,,ZME_E3T * C_TO_N_RATIO_ZOO / thkcello,ZME_E3T * C_TO_N_RATIO_ZOO / thkcello,,mmol m-3
Variable ocean.wppwindsea.tavg-u-hxy-sea.mon.glb (Omon.wppwindsea),1609,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1609,mon ocean do-not-produce,wppwindsea_tavg-u-hxy-sea,sea_surface_wind_wave_period_at_variance_spectral_density_maximum,Not present,area: areacello,area: mean where sea time: mean,"Wave period associated with the most energetic wind-sea waves (i.e., local wind waves). In spectral wind wave models, this represents the spectral peak across part of the two-dimensional wave spectrum, incorporating just wind-sea waves.",longitude latitude time,mon,Wind Sea Wave Peak Period,ocean atmos,,,glb,s,New,,,,,,
Variable ocean.wppswell.tavg-u-hxy-sea.mon.glb (Omon.wppswell),1608,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1608,mon ocean do-not-produce,wppswell_tavg-u-hxy-sea,sea_surface_swell_wave_period_at_variance_spectral_density_maximum,Not present,area: areacello,area: mean where sea time: mean,"Wave period associated with the most energetic swell waves (i.e., waves that have propagated away from their generation area). In spectral wind wave models, this represents the spectral peak across part of the two-dimensional wave spectrum, incorporating just swell waves.",longitude latitude time,mon,Swell Wave Peak Period,ocean atmos,,,glb,s,New,,,,,,
Variable ocean.wpp.tavg-u-hxy-sea.mon.glb (Omon.wpp),1607,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1607,mon ocean do-not-produce,wpp_tavg-u-hxy-sea,sea_surface_wave_period_at_variance_spectral_density_maximum,Not present,area: areacello,area: mean where sea time: mean,"Wave period associated with the most energetic waves in total wave spectrum, incorporating both wind-sea and swell waves. In spectral wind wave models, this represents the spectral peak across the entire two-dimensional wave spectrum, incorporating both wind-sea and swell waves.",longitude latitude time,mon,Total Wave Peak Period,ocean atmos,,,glb,s,New,,,,,,
Variable ocean.wpdirwindsea.tavg-u-hxy-sea.mon.glb (Omon.wpdirwindsea),1606,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1606,mon ocean do-not-produce,wpdirwindsea_tavg-u-hxy-sea,sea_surface_wind_wave_from_direction_at_variance_spectral_density_maximum,Not present,area: areacello,area: mean where sea time: mean,"Direction of wave propagation (direction from which the wave is coming) derived from the wind-sea component of the wave energy spectrum (i.e., local wind waves), by identifying the direction associated with the peak (maximum) energy density. This variable is typically expressed in degrees relative to true north.",longitude latitude time,mon,Wind Sea Peak Wave Direction,ocean,,,glb,degree,New,,,,,,
Variable ocean.wpdirswell.tavg-u-hxy-sea.mon.glb (Omon.wpdirswell),1605,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1605,mon ocean do-not-produce,wpdirswell_tavg-u-hxy-sea,sea_surface_swell_wave_from_direction_at_variance_spectral_density_maximum,Not present,area: areacello,area: mean where sea time: mean,"Direction of wave propagation (direction from which the wave is coming) derived from the swell component of the wave energy spectrum (i.e., waves that have propagated away from their generation area), by identifying the direction associated with the peak (maximum) energy density. This variable is typically expressed in degrees relative to true north.",longitude latitude time,mon,Swell Peak Wave Direction,ocean,,,glb,degree,New,,,,,,
Variable ocean.wpdir.tavg-u-hxy-sea.mon.glb (Omon.wpdir),1604,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1604,mon ocean do-not-produce,wpdir_tavg-u-hxy-sea,sea_surface_wave_from_direction_at_variance_spectral_density_maximum,Not present,area: areacello,area: mean where sea time: mean,"Direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves, by identifying the direction associated with the peak (maximum) energy density. This variable is usually expressed in degrees relative to true north.",longitude latitude time,mon,Total Peak Wave Direction,ocean,,,glb,degree,New,,,,,,
Variable ocean.wo.tavg-ol-hxy-sea.mon.glb (Omon.wo),1603,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1603,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,wo_tavg-ol-hxy-sea,upward_sea_water_velocity,"""cell_measures"" was ""--OPT""; ; ""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward).""; ; ""cell_methods"" was ""time: mean"";",area: areacello volume: volcello,area: mean where sea time: mean,Prognostic z-ward velocity component resolved by the model.,longitude latitude olevel time,mon,Sea Water Vertical Velocity,ocean,,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",glb,m s-1,CMIP6 CMOR variable,wo,wo,wo,wo,,m s-1
Variable ocean.wmo.tavg-ol-hxy-sea.mon.glb (Omon.wmo),1602,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1602,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,wmo_tavg-ol-hxy-sea,upward_ocean_mass_transport,"""comment"" was ""Upward mass transport from resolved and parameterized advective transport."";",area: areacello volume: volcello,area: sum where sea time: mean,Upward mass transport from residual mean (resolved plus parameterized) advective transport.,longitude latitude olevel time,mon,Upward Ocean Mass Transport,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit.,glb,kg s-1,CMIP6 CMOR variable,wmo,wmo,wmo,wmo,,kg s-1
Variable ocean.wfo.tavg-u-hxy-sea.mon.glb (Omon.wfo),1601,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1601,mon ocean CMIP6 UKESM1 HadGEM3-GC31 approved,wfo_tavg-u-hxy-sea,water_flux_into_sea_water,"""comment"" was ""Computed as the water flux into the ocean divided by the area of the ocean portion of the grid cell. This is the sum *wfonocorr* and *wfcorr*."";",area: areacello,area: mean where sea time: mean,Computed as the water flux into the ocean divided by the area of the ocean portion of the grid cell. This is the sum \*wfonocorr\* and \*wfcorr\*.,longitude latitude time,mon,Water Flux into Sea Water,ocean,,"net flux of water into sea water, including any flux correction. Report on native horizontal grid as well as mapped onto sphere.",glb,kg m-2 s-1,CMIP6 CMOR variable,wfo,wfo,wfo,wfo,,kg m-2 s-1
Variable ocean.wfcorr.tavg-u-hxy-sea.mon.glb (Omon.wfcorr),1600,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1600,mon ocean CMIP6 do-not-produce,wfcorr_tavg-u-hxy-sea,water_flux_correction,,area: areacello,area: mean where sea time: mean,Computed as the water flux into the ocean due to flux correction divided by the area of the ocean portion of the grid cell.,longitude latitude time,mon,Water Flux Correction,ocean,down,"If this does not vary from one year to the next, report only a single year. Most models now have zero water flux adjustment, in which case ignore or report zero. Report on native horizontal grid as well as mapped onto sphere.",glb,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.wdirwindsea.tavg-u-hxy-sea.mon.glb (Omon.wdirwindsea),1599,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1599,mon ocean do-not-produce,wdirwindsea_tavg-u-hxy-sea,sea_surface_wind_wave_from_direction,Not present,area: areacello,area: mean where sea time: mean,"Mean direction of wave propagation (direction from which the wave is coming) derived from the wind-sea component of the wave energy spectrum (i.e., local wind waves). This variable is usually expressed in degrees relative to true north.",longitude latitude time,mon,Sea Wave Direction,ocean atmos,,,glb,degree,New,,,,,,
Variable ocean.wdirswell.tavg-u-hxy-sea.mon.glb (Omon.wdirswell),1598,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1598,mon ocean do-not-produce,wdirswell_tavg-u-hxy-sea,sea_surface_swell_wave_from_direction,Not present,area: areacello,area: mean where sea time: mean,"Mean direction of wave propagation (direction from which the wave is coming) derived from the swell component of the wave energy spectrum (i.e., waves that have propagated away from their generation area). This variable is usually expressed in degrees relative to true north.",longitude latitude time,mon,Swell Wave Direction,ocean atmos,,,glb,degree,New,,,,,,
Variable ocean.wdir.tavg-u-hxy-sea.mon.glb (Omon.wdir),1597,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1597,mon ocean do-not-produce,wdir_tavg-u-hxy-sea,sea_surface_wave_from_direction,Not present,area: areacello,area: mean where sea time: mean,"Mean direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves. This variable is usually expressed in degrees relative to true north.",longitude latitude time,mon,Total Wave Direction,ocean atmos,,,glb,degree,New,,,,,,
Variable ocean.vsfsit.tavg-u-hxy-sea.mon.glb (Omon.vsfsit),1596,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1596,mon ocean CMIP6 do-not-produce,vsfsit_tavg-u-hxy-sea,virtual_salt_flux_into_sea_water_due_to_sea_ice_thermodynamics,"""modeling_realm"" was ""ocean seaIce"";",area: areacello,area: mean where sea time: mean,This variable measures the virtual salt flux into sea water due to the melting of sea ice. It is set to zero in models which receive a real water flux.,longitude latitude time,mon,Virtual Salt Flux into Sea Water Due to Sea Ice Thermodynamics,ocean seaIce,,The priority set by the WGOMD was 2 for this field. The sea-ice folks requested that the priority be raised to 1. Report on native horizontal grid.,glb,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.vsfriver.tavg-u-hxy-sea.mon.glb (Omon.vsfriver),1595,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1595,mon ocean CMIP6 do-not-produce,vsfriver_tavg-u-hxy-sea,virtual_salt_flux_into_sea_water_from_rivers,,area: areacello,area: mean where sea time: mean,zero for models using real water fluxes.,longitude latitude time,mon,Virtual Salt Flux into Sea Water from Rivers,ocean,,,glb,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.vsfpr.tavg-u-hxy-sea.mon.glb (Omon.vsfpr),1594,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1594,mon ocean CMIP6 do-not-produce,vsfpr_tavg-u-hxy-sea,virtual_salt_flux_into_sea_water_due_to_rainfall,,area: areacello,area: mean where sea time: mean,zero for models using real water fluxes.,longitude latitude time,mon,Virtual Salt Flux into Sea Water Due to Rainfall,ocean,,,glb,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.vsfevap.tavg-u-hxy-sea.mon.glb (Omon.vsfevap),1593,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1593,mon ocean CMIP6 do-not-produce,vsfevap_tavg-u-hxy-sea,virtual_salt_flux_into_sea_water_due_to_evaporation,,area: areacello,area: mean where sea time: mean,zero for models using real water fluxes.,longitude latitude time,mon,Virtual Salt Flux into Sea Water Due to Evaporation,ocean,,,glb,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.vsfcorr.tavg-u-hxy-sea.mon.glb (Omon.vsfcorr),1592,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1592,mon ocean CMIP6 do-not-produce,vsfcorr_tavg-u-hxy-sea,virtual_salt_flux_correction,,area: areacello,area: mean where sea time: mean,It is set to zero in models which receive a real water flux.,longitude latitude time,mon,Virtual Salt Flux Correction,ocean,,,glb,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.vsf.tavg-u-hxy-sea.mon.glb (Omon.vsf),1591,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1591,mon ocean CMIP6 do-not-produce,vsf_tavg-u-hxy-sea,virtual_salt_flux_into_sea_water,,area: areacello,area: mean where sea time: mean,It is set to zero in models which receive a real water flux.,longitude latitude time,mon,Virtual Salt Flux into Sea Water,ocean,,"If this does not vary from one year to the next, report only a single year. Positive flux implies correction increases salinity of water. This includes all virtual salt flux, including that due to a salt flux correction. Report on native horizontal grid.",glb,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
