title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,HadGEM3-GC31,HadGEM3-GC5,Model units,UKESM1,UKESM1-3
Variable landIce.mrro.tavg-u-hxy-is.mon.GLB (LImon.mrroIs),1241,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1241,mon landIce CMIP6 UKESM1 HadGEM3-GC31 approved,mrro_tavg-u-hxy-is,runoff_flux,"""comment"" was ""The total run-off (including drainage through the base of the soil model) per unit area leaving the land portion of the grid cell."";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Total Runoff,landIce,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,"land_class_mean(m01s08i583[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i583[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i583[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i583[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,,kg m-2 s-1,,
Variable landIce.lwsnl.tavg-u-hxy-lnd.mon.GLB (LImon.lwsnl),1240,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1240,mon landIce CMIP6,lwsnl_tavg-u-hxy-lnd,liquid_water_content_of_surface_snow,"""comment"" was ""The total mass of liquid water contained interstitially within the whole depth of the snow layer of the land portion of a grid cell divided by the area of the land portion of the cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,where land over land: this is computed as the total mass of liquid water contained interstitially within the snow layer of the land portion of a grid cell divided by the area of the land portion of the cell.,longitude latitude time,mon,Liquid Water Content of Snow Layer,landIce,,,GLB,kg m-2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litemptop.tavg-u-hxy-is.mon.GLB (LImon.litemptopIs),1239,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1239,mon landIce CMIP6 UKESM1 HadGEM3-GC31 approved,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Temperature at Top of Ice Sheet Model,landIce,,,GLB,K,CMIP6 CMOR variable,"land_class_mean(m01s08i576[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i576[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i576[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i576[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,,K,,
Variable landIce.icem.tavg-u-hxy-is.mon.GLB (LImon.icemIs),1238,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1238,mon landIce CMIP6,icem_tavg-u-hxy-is,land_ice_surface_melt_flux,"""comment"" was ""Loss of ice mass resulting from surface melting. Computed as the total surface melt water on the land ice portion of the grid cell divided by land ice area in the grid cell."";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Surface Ice Melt Flux,landIce,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.hfss.tavg-u-hxy-is.mon.GLB (LImon.hfssIs),1237,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1237,mon landIce CMIP6 UKESM1 HadGEM3-GC31 approved,hfss_tavg-u-hxy-is,surface_upward_sensible_heat_flux,"""comment"" was ""Upward sensible heat flux from the ice sheet surface. The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air."";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Surface Upward Sensible Heat Flux,landIce,up,,GLB,W m-2,CMIP6 CMOR variable,"land_class_mean(m01s03i290[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s03i290[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s03i290[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s03i290[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,,W m-2,,
Variable landIce.hfls.tavg-u-hxy-is.mon.GLB (LImon.hflsIs),1236,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1236,mon landIce CMIP6 UKESM1 HadGEM3-GC31 approved,hfls_tavg-u-hxy-is,surface_upward_latent_heat_flux,"""comment"" was ""Upward latent heat flux from the ice sheet surface"";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Surface Upward Latent Heat Flux,landIce,up,,GLB,W m-2,CMIP6 CMOR variable,"land_class_mean(m01s03i330[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s03i330[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s03i330[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s03i330[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,,W m-2,,
Variable landIce.hfdsn.tavg-u-hxy-lnd.mon.GLB (LImon.hfdsn),1235,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1235,mon landIce CMIP6 UKESM1 HadGEM3-GC31 approved,hfdsn_tavg-u-hxy-lnd,surface_downward_heat_flux_in_snow,"""comment"" was ""the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as 0.0 for snow-free land regions or where the land fraction is 0.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as missing for snow-free land regions or where the land fraction is 0.,longitude latitude time,mon,Downward Heat Flux into Snow Where Land over Land,landIce,down,,GLB,W m-2,CMIP6 CMOR variable,m01s08i202[lbproc=128],m01s08i202[lbproc=128],m01s08i202[lbproc=128],m01s08i202[lbproc=128],,,W m-2,,
Variable landIce.agesno.tavg-u-hxy-lnd.mon.GLB (LImon.agesno),1234,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1234,mon landIce CMIP6,agesno_tavg-u-hxy-lnd,age_of_surface_snow,"""cell_methods"" was ""area: mean where land time: mean (with samples weighted by snow mass)""; ; ""comment"" was ""Age of Snow (when computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights. Reported as missing data in regions free of snow on land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean (weighted by snow mass on land),"When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights. Reported as ""missing in regions free of snow on land.",longitude latitude time,mon,Mean Age of Snow,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean (with samples weighted by snow mass) CMIP7:area: mean where land time: mean (weighted by snow mass on land),",GLB,day,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.acabf.tavg-u-hxy-is.mon.GLB (LImon.acabfIs),1233,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1233,mon landIce CMIP6 UKESM1 HadGEM3-GC31 approved,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Surface Mass Balance Flux,landIce,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,"land_class_mean(m01s08i578[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i578[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i578[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')","land_class_mean(m01s08i578[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,,kg m-2 s-1,,
Variable landIce.zvelsurf.tavg-u-hxy-is.yr.GRL (IyrGre.zvelsurf),1232,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1232,yr landIce CMIP6,zvelsurf_tavg-u-hxy-is,land_ice_surface_upward_velocity,"""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface called 'surface' means the lower boundary of the atmosphere"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface called ""surface"" means the lower boundary of the atmosphere",xgre ygre time,yr,Upward Component of Land-Ice Surface Velocity,landIce,,,GRL,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.zvelbase.tavg-u-hxy-is.yr.GRL (IyrGre.zvelbase),1231,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1231,yr landIce CMIP6,zvelbase_tavg-u-hxy-is,land_ice_basal_upward_velocity,"""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). 'basal' means the lower boundary of the atmosphere"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). ""basal"" means the lower boundary of the atmosphere",xgre ygre time,yr,Upward Component of Land-Ice Basal Velocity,landIce,,,GRL,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.yvelsurf.tavg-u-hxy-is.yr.GRL (IyrGre.yvelsurf),1230,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1230,yr landIce CMIP6,yvelsurf_tavg-u-hxy-is,land_ice_surface_y_velocity,"""comment"" was ""A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere.'"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called ""surface"" means the lower boundary of the atmosphere.'",xgre ygre time,yr,Y-Component of Land Ice Surface Velocity,landIce,,,GRL,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.yvelmean.tavg-u-hxy-is.yr.GRL (IyrGre.yvelmean),1229,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1229,yr landIce CMIP6,yvelmean_tavg-u-hxy-is,land_ice_vertical_mean_y_velocity,,area: areacellg,area: time: mean where ice_sheet,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,xgre ygre time,yr,Y-Component of Land Ice Vertical Mean Velocity,landIce,,,GRL,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.yvelbase.tavg-u-hxy-is.yr.GRL (IyrGre.yvelbase),1228,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1228,yr landIce CMIP6,yvelbase_tavg-u-hxy-is,land_ice_basal_y_velocity,"""comment"" was ""A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.",xgre ygre time,yr,Y-Component of Land Ice Basal Velocity,landIce,,,GRL,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.xvelsurf.tavg-u-hxy-is.yr.GRL (IyrGre.xvelsurf),1227,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1227,yr landIce CMIP6,xvelsurf_tavg-u-hxy-is,land_ice_surface_x_velocity,"""comment"" was ""A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called ""surface"" means the lower boundary of the atmosphere.",xgre ygre time,yr,X-Component of Land Ice Surface Velocity,landIce,,,GRL,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.xvelmean.tavg-u-hxy-is.yr.GRL (IyrGre.xvelmean),1226,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1226,yr landIce CMIP6,xvelmean_tavg-u-hxy-is,land_ice_vertical_mean_x_velocity,,area: areacellg,area: time: mean where ice_sheet,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,xgre ygre time,yr,X-Component of Land Ice Vertical Mean Velocity,landIce,,,GRL,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.xvelbase.tavg-u-hxy-is.yr.GRL (IyrGre.xvelbase),1225,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1225,yr landIce CMIP6,xvelbase_tavg-u-hxy-is,land_ice_basal_x_velocity,"""comment"" was ""A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.",xgre ygre time,yr,X-Component of Land Ice Basal Velocity,landIce,,,GRL,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.topg.tavg-u-hxy-gis.yr.GRL (IyrGre.topg),1224,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1224,yr landIce CMIP6,topg_tavg-u-hxy-gis,bedrock_altitude,"""cell_methods"" was ""area: time: mean where ice_sheet""; ; ""comment"" was ""The bedrock topography beneath the land ice"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),This is needed in case bed rock elevation changes in time,xgre ygre time,yr,Bedrock Altitude,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",GRL,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tendlicalvf.tavg-u-hm-is.yr.GRL (IyrGre.tendlicalvf),1223,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1223,yr landIce CMIP6,tendlicalvf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_calving,"""comment"" was ""The total calving flux over land ice is a spatial integration of the calving flux"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Total Calving Flux,landIce,,,GRL,kg s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tendlibmassbf.tavg-u-hm-is.yr.GRL (IyrGre.tendlibmassbf),1222,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1222,yr landIce CMIP6,tendlibmassbf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_basal_mass_balance,"""comment"" was ""The total basal mass balance flux over land ice is a spatial integration of the basal mass balance flux"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Total Basal Mass Balance Flux,landIce,,,GRL,kg s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tendacabf.tavg-u-hm-is.yr.GRL (IyrGre.tendacabf),1221,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1221,yr landIce CMIP6,tendacabf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_surface_mass_balance,"""comment"" was ""The total surface mass balance flux over land ice is a spatial integration of the surface mass balance flux"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Total Surface Mass Balance Flux,landIce,,,GRL,kg s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.strbasemag.tavg-u-hxy-is.yr.GRL (IyrGre.strbasemag),1220,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1220,yr landIce CMIP6,strbasemag_tavg-u-hxy-is,land_ice_basal_drag,,area: areacellg,area: time: mean where ice_sheet,Magnitude of basal drag at land ice base,xgre ygre time,yr,Land Ice Basal Drag,landIce,,,GRL,Pa,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snc.tavg-u-hxy-is.yr.GRL (IyrGre.snc),1219,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1219,yr landIce CMIP6,snc_tavg-u-hxy-is,surface_snow_area_fraction,"""comment"" was ""Percentage of each grid cell that is occupied by snow that rests on land portion of cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xgre ygre time,yr,Snow Area Percentage,landIce,,,GRL,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.sftgrf.tavg-u-hxy-u.yr.GRL (IyrGre.sftgrf),1218,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1218,yr landIce CMIP6,sftgrf_tavg-u-hxy-u,grounded_ice_sheet_area_fraction,"""comment"" was ""Percentage of grid cell covered by grounded ice sheet"";",area: areacellg,area: time: mean,This is needed in case the grounded ice sheet area changes in time (NO floating ice shelf),xgre ygre time,yr,Grounded Ice Sheet Area Percentage,landIce,,,GRL,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.sftflf.tavg-u-hxy-u.yr.GRL (IyrGre.sftflf),1216,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1216,yr landIce CMIP6,sftflf_tavg-u-hxy-u,floating_ice_shelf_area_fraction,"""comment"" was ""Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water"";",area: areacellg,area: time: mean,This is needed in case the floating ice sheet area changes in time (NO grounded ice sheet),xgre ygre time,yr,Floating Ice Shelf Area Percentage,landIce,,,GRL,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.areacell.tavg-u-hxy-u.yr.GRL (IyrGre.modelCellAreai),1214,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1214,yr landIce CMIP6,areacell_tavg-u-hxy-u,cell_area,"""comment"" was ""Horizontal area of ice-sheet grid cells""; ; ""cell_methods"" was ""area: time: mean"";",area: areacellg,area: sum time: mean,"When interpolated to a regular grid, it should be interpolated (not summed) with a conservative scheme to preserve total area",xgre ygre time,yr,The Cell Area of the Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: sum time: mean,",GRL,m2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lithk.tavg-u-hxy-is.yr.GRL (IyrGre.lithk),1213,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1213,yr landIce CMIP6,lithk_tavg-u-hxy-is,land_ice_thickness,"""comment"" was ""The thickness of the ice sheet"";",area: areacellg,area: time: mean where ice_sheet,This is needed in case ice sheet thickness changes in time,xgre ygre time,yr,Ice Sheet Thickness,landIce,,,GRL,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litemptop.tavg-u-hxy-is.yr.GRL (IyrGre.litemptop),1212,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1212,yr landIce CMIP6,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xgre ygre time,yr,Temperature at Top of Ice Sheet Model,landIce,,,GRL,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litempbot.tavg-u-hxy-gis.yr.GRL (IyrGre.litempbotgr),1211,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1211,yr landIce CMIP6,litempbot_tavg-u-hxy-gis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded land ice,xgre ygre time,yr,Basal Temperature of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",GRL,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litempbot.tavg-u-hxy-fis.yr.GRL (IyrGre.litempbotfl),1210,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1210,yr landIce CMIP6,litempbot_tavg-u-hxy-fis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating land ice,xgre ygre time,yr,Basal Temperature of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",GRL,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.limnsw.tavg-u-hm-is.yr.GRL (IyrGre.limnsw),1209,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1209,yr landIce CMIP6,limnsw_tavg-u-hm-is,land_ice_mass_not_displacing_sea_water,"""comment"" was ""The ice sheet mass is computed as the volume above flotation times density. Changes in land_ice_mass_not_displacing_sea_water will always result in a change in sea level, unlike changes in land_ice_mass which may not result in sea level change (such as melting of the floating ice shelves, or portion of ice that sits on bedrock below sea level)""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Ice Sheet Mass That Does not Displace Sea Water,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,",GRL,kg,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lim.tavg-u-hm-is.yr.GRL (IyrGre.lim),1208,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1208,yr landIce CMIP6,lim_tavg-u-hm-is,land_ice_mass,"""comment"" was ""The ice sheet mass is computed as the volume times density"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Ice Sheet Mass,landIce,,,GRL,kg,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lifmassbf.tavg-u-hxy-is.yr.GRL (IyrGre.lifmassbf),1207,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1207,yr landIce CMIP6,lifmassbf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,,area: areacellg,area: time: mean where ice_sheet,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,xgre ygre time,yr,Land Ice Vertical Front Mass Balance Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.licalvf.tavg-u-hxy-is.yr.GRL (IyrGre.licalvf),1206,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1206,yr landIce CMIP6,licalvf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,xgre ygre time,yr,Land Ice Calving Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.libmassbf.tavg-u-hxy-gis.yr.GRL (IyrGre.libmassbfgr),1205,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1205,yr landIce CMIP6,libmassbf_tavg-u-hxy-gis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base. A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded land ice,xgre ygre time,yr,Basal Specific Mass Balance Flux of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.libmassbf.tavg-u-hxy-fis.yr.GRL (IyrGre.libmassbffl),1204,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1204,yr landIce CMIP6,libmassbf_tavg-u-hxy-fis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base. A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating land ice,xgre ygre time,yr,Basal Specific Mass Balance Flux of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
