title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable ocean.thkcellvo.tavg-ol-hxy-sea.mon.GLB (Omon.thkcellvo),1581,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1581,mon ocean approved,thkcellvo_tavg-ol-hxy-sea,cell_thickness,Not present,area: areacello volume: volcello,area: mean where sea time: mean,"The time varying thickness of ocean cells centered at v-points (points for velocity in the y-direction). ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.",longitude latitude olevel time,mon,Ocean Model Cell Thickness at v-points,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m,New,thkcellvo,thkcellvo,thkcellvo,thkcellvo,,m
Variable ocean.thkcelluo.tavg-ol-hxy-sea.mon.GLB (Omon.thkcelluo),1580,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1580,mon ocean approved,thkcelluo_tavg-ol-hxy-sea,cell_thickness,Not present,area: areacello volume: volcello,area: mean where sea time: mean,"The time varying thickness of ocean cells centered at u-points (points for velocity in the x-direction). ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.",longitude latitude olevel time,mon,Ocean Model Cell Thickness at u-points,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m,New,thkcelluo,thkcelluo,thkcelluo,thkcelluo,,m
Variable ocean.thkcello.tavg-ol-hxy-sea.mon.GLB (Omon.thkcello),1579,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1579,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,thkcello_tavg-ol-hxy-sea,cell_thickness,"""comment"" was ""'Thickness' means the vertical extent of a layer. 'Cell' refers to a model grid-cell."";",area: areacello volume: volcello,area: mean where sea time: mean,"The time varying thickness of ocean cells. ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.",longitude latitude olevel time,mon,Ocean Model Cell Thickness,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,m,CMIP6 CMOR variable,thkcello,thkcello,thkcello,thkcello,,m
Variable ocean.thetao.tavg-ol-hm-sea.mon.GLB (Omon.thetaoga),1578,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1578,mon ocean CMIP6 UKESM1 HadGEM3-GC31,thetao_tavg-ol-hm-sea,sea_water_potential_temperature,"""dimensions"" was ""time"";",,area: mean where sea time: mean,Diagnostic should be contributed even for models using conservative temperature as prognostic field,olevel time,mon,Global Average Sea Water Potential Temperature,ocean,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:time CMIP7:olevel time,",GLB,degC,CMIP6 CMOR variable,thetaoga,,thetaoga,,,degC
Variable ocean.thetao.tavg-ol-hxy-sea.mon.GLB (Omon.thetao),1577,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1577,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM,thetao_tavg-ol-hxy-sea,sea_water_potential_temperature,,area: areacello volume: volcello,area: mean where sea time: mean,Diagnostic should be contributed even for models using conservative temperature as prognostic field.,longitude latitude olevel time,mon,Sea Water Potential Temperature,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,degC,CMIP6 CMOR variable,thetao,,thetao,thetao,,degC
Variable ocean.tauvo.tavg-u-hxy-sea.mon.GLB (Omon.tauvo),1576,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1576,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,tauvo_tavg-u-hxy-sea,downward_y_stress_at_sea_water_surface,"""cell_measures"" was ""--OPT""; ; ""cell_methods"" was ""time: mean"";",::OPT,area: mean where sea time: mean,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",longitude latitude time,mon,Sea Water Surface Downward Y Stress,ocean,down,"Report on native horizontal grid. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean,",GLB,N m-2,CMIP6 CMOR variable,"mask_copy(tauvo, mask_2D_V)","mask_copy(tauvo, mask_2D_V)","mask_copy(tauvo, mask_2D_V)","mask_copy(tauvo, mask_2D_V)",,N m-2
Variable ocean.tauuo.tavg-u-hxy-sea.mon.GLB (Omon.tauuo),1575,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1575,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,tauuo_tavg-u-hxy-sea,downward_x_stress_at_sea_water_surface,"""cell_measures"" was ""--OPT""; ; ""cell_methods"" was ""time: mean"";",::OPT,area: mean where sea time: mean,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",longitude latitude time,mon,Sea Water Surface Downward X Stress,ocean,down,"Report on native horizontal grid. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean,",GLB,N m-2,CMIP6 CMOR variable,"mask_copy(tauuo, mask_2D_U)","mask_copy(tauuo, mask_2D_U)","mask_copy(tauuo, mask_2D_U)","mask_copy(tauuo, mask_2D_U)",,N m-2
Variable ocean.swhwindsea.tavg-u-hxy-sea.mon.GLB (Omon.swhwindsea),1573,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1573,mon ocean do-not-produce,swhwindsea_tavg-u-hxy-sea,sea_surface_wind_wave_significant_height,Not present,area: areacello,area: mean where sea time: mean,"Average height of the highest one-third of waves present in the sea state, incorporating just wind-sea waves (i.e., local wind waves). It is derived from the wind-sea wave spectrum using spectral moments. Specifically, this parameter is four times the square root of the integral over all directions and all frequencies of the two-dimensional wind-sea wave spectrum.",longitude latitude time,mon,Wind Sea Significant Wave Height,ocean,,,GLB,m,New,,,,,,
Variable ocean.swhswell.tavg-u-hxy-sea.mon.GLB (Omon.swhswell),1572,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1572,mon ocean do-not-produce,swhswell_tavg-u-hxy-sea,sea_surface_swell_wave_significant_height,Not present,area: areacello,area: mean where sea time: mean,"Average height of the highest one-third of waves present in the sea state, incorporating just swell waves (i.e., waves that have propagated away from their generation area). This parameter is derived from all swell partitions of the wave spectrum using spectral moments. Specifically, this parameter is four times the square root of the integral over all directions and all frequencies of the components of the two-dimensional wave spectrum that are not under the influence of local wind.",longitude latitude time,mon,Swell Significant Wave Height,ocean,,,GLB,m,New,,,,,,
Variable ocean.swh.tmax-u-hxy-sea.mon.GLB (Omon.swhmax),1571,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1571,mon ocean do-not-produce,swh_tmax-u-hxy-sea,sea_surface_wave_significant_height,Not present,area: areacello,area: mean where sea time: maximum,"Highest value of the significant wave height simulated within a given time range (e.g., daily or monthly). The significant wave height (swh) is derived from the wave spectrum using spectral moments. Specifically, swh is four times the square root of the integral over all directions and all frequencies of the two-dimensional wave spectrum.",longitude latitude time,mon,Maximum Significant Wave Height,ocean,,,GLB,m,New,,,,,,
Variable ocean.swh.tavg-u-hxy-sea.mon.GLB (Omon.swh),1570,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1570,mon ocean do-not-produce,swh_tavg-u-hxy-sea,sea_surface_wave_significant_height,Not present,area: areacello,area: mean where sea time: mean,"Average height of the highest one-third of waves present in the sea state, incorporating both wind-sea and swell waves. This is a key parameter for describing wave energy and is derived from the wave spectrum using spectral moments. Specifically, this parameter is four times the square root of the integral over all directions and all frequencies of the two-dimensional wave spectrum.",longitude latitude time,mon,Total Significant Wave Height,ocean,,,GLB,m,New,,,,,,
Variable ocean.sossq.tavg-u-hxy-sea.mon.GLB (Omon.sossq),1568,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1568,mon ocean CMIP6 UKESM1 HadGEM3-GC31,sossq_tavg-u-hxy-sea,square_of_sea_surface_salinity,"""units"" was ""1e-06""; ; ""comment"" was ""Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. "";",area: areacello,area: mean where sea time: mean,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.",longitude latitude time,mon,Square of Sea Surface Salinity,ocean,,,GLB,1E-06,CMIP6 CMOR variable,sossq,,sossq,,,1e-6
Variable ocean.sos.tavg-u-hm-sea.mon.GLB (Omon.sosga),1567,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1567,mon ocean CMIP6 UKESM1 HadGEM3-GC31,sos_tavg-u-hm-sea,sea_surface_salinity,"""units"" was ""0.001""; ; ""comment"" was ""Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. "";",,area: mean where sea time: mean,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.",time,mon,Global Average Sea Surface Salinity,ocean,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,",GLB,1E-03,CMIP6 CMOR variable,"area_mean(sos, areacello)",,"area_mean(sos, areacello)",,,1e-3
Variable ocean.sos.tavg-u-hxy-sea.mon.GLB (Omon.sos),1566,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1566,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,sos_tavg-u-hxy-sea,sea_surface_salinity,"""units"" was ""0.001""; ; ""comment"" was ""Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. "";",area: areacello,area: mean where sea time: mean,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.",longitude latitude time,mon,Sea Surface Salinity,ocean,,"Report on native horizontal grid as well as on a spherical latitude/longitude grid. CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,",GLB,1E-03,CMIP6 CMOR variable,sos,sos,sos,sos,,1e-3
Variable ocean.so.tavg-ol-hm-sea.mon.GLB (Omon.soga),1565,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1565,mon ocean CMIP6 UKESM1 HadGEM3-GC31,so_tavg-ol-hm-sea,sea_water_salinity,"""dimensions"" was ""time""; ; ""units"" was ""0.001""; ; ""comment"" was ""Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. "";",,area: mean where sea time: mean,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.",olevel time,mon,Global Mean Sea Water Salinity,ocean,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03, CHANGE SINCE CMIP6 in Dimensions - CMIP6:time CMIP7:olevel time,",GLB,1E-03,CMIP6 CMOR variable,soga,,soga,,,1e-3
Variable ocean.sob.tavg-u-hxy-sea.mon.GLB (Omon.sob),1564,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1564,mon ocean CMIP6 UKESM1 HadGEM3-GC31,sob_tavg-u-hxy-sea,sea_water_salinity_at_sea_floor,"""units"" was ""0.001""; ; ""dimensions"" was ""longitude latitude time"";",area: areacello,area: mean where sea time: mean,Model prognostic salinity at bottom-most model grid cell,longitude latitude time seafloor,mon,Sea Water Salinity at Sea Floor,ocean,,"Report on native horizontal grid as well as on a spherical latitude/longititude grid. CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03, CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time seafloor,",GLB,1E-03,CMIP6 CMOR variable,sob,,sob,,,1e-3
Variable ocean.so.tavg-ol-hxy-sea.mon.GLB (Omon.so),1563,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1563,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,so_tavg-ol-hxy-sea,sea_water_salinity,"""units"" was ""0.001""; ; ""comment"" was ""Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. "";",area: areacello volume: volcello,area: mean where sea time: mean,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.",longitude latitude olevel time,mon,Sea Water Salinity,ocean,,"Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,",GLB,1E-03,CMIP6 CMOR variable,so,so,so,so,,1e-3
Variable ocean.sltovovrt.tavg-u-hys-sea.mon.GLB (Omon.sltovovrt),1562,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1562,mon ocean CMIP6 UKESM1 HadGEM3-GC31,sltovovrt_tavg-u-hys-sea,northward_ocean_salt_transport_due_to_overturning,"""cell_methods"" was ""longitude: sum (comment: basin sum [along zig-zag grid path]) depth: sum time: mean"";",,depth: longitude: sum where sea (along a zig-zag grid path spanning a basin) time: mean,"From all advective mass transport processes, resolved and parameterized.",latitude basin time,mon,Northward Ocean Salt Transport Due to Overturning,ocean,,"For models which do not have a Cartesian lat-long grid, this transport can be approximated as the transport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate to the model's resolution, as is done for the ocean meridional overturning mass streamfunction. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: sum (comment: basin sum [along zig-zag grid path]) depth: sum time: mean CMIP7:depth: longitude: sum where sea (along a zig-zag grid path spanning a basin) time: mean,",GLB,kg s-1,CMIP6 CMOR variable,"1.026 * combine_cubes_to_basin_coord(sltovovrt_global, sltovovrt_atlantic, sltovovrt_indopacific, mask_global=global_ocean_1D_V, mask_atl=atlantic_arctic_ocean_1D_V, mask_indpac=indian_pacific_ocean_1D_V)",,"1.026 * combine_cubes_to_basin_coord(sltovovrt_global, sltovovrt_atlantic, sltovovrt_indopacific, mask_global=global_ocean_1D_V, mask_atl=atlantic_arctic_ocean_1D_V, mask_indpac=indian_pacific_ocean_1D_V)",,,Tg s-1
Variable ocean.sltovgyre.tavg-u-hys-sea.mon.GLB (Omon.sltovgyre),1561,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1561,mon ocean CMIP6 UKESM1 HadGEM3-GC31,sltovgyre_tavg-u-hys-sea,northward_ocean_salt_transport_due_to_gyre,"""cell_methods"" was ""longitude: sum (comment: basin sum [along zig-zag grid path]) depth: sum time: mean"";",,depth: longitude: sum where sea (along a zig-zag grid path spanning a basin) time: mean,"From all advective mass transport processes, resolved and parameterized.",latitude basin time,mon,Northward Ocean Salt Transport Due to Gyre,ocean,,"For models which do not have a Cartesian lat-long grid, this transport can be approximated as thetransport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate tothe model's resolution, as is done for the ocean meridional overturning mass streamfunction. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: sum (comment: basin sum [along zig-zag grid path]) depth: sum time: mean CMIP7:depth: longitude: sum where sea (along a zig-zag grid path spanning a basin) time: mean,",GLB,kg s-1,CMIP6 CMOR variable,"1.026 * combine_cubes_to_basin_coord(sltovgyre_global, sltovgyre_atlantic, sltovgyre_indopacific, mask_global=global_ocean_1D_V, mask_atl=atlantic_arctic_ocean_1D_V, mask_indpac=indian_pacific_ocean_1D_V)",,"1.026 * combine_cubes_to_basin_coord(sltovgyre_global, sltovgyre_atlantic, sltovgyre_indopacific, mask_global=global_ocean_1D_V, mask_atl=atlantic_arctic_ocean_1D_V, mask_indpac=indian_pacific_ocean_1D_V)",,,Tg s-1
Variable ocean.sltbasin.tavg-u-hys-sea.mon.GLB (Omon.sltbasin),1560,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1560,mon ocean approved,sltbasin_tavg-u-hys-sea,northward_ocean_salt_transport,Not present,,depth: longitude: sum where sea (along a zig-zag grid path spanning a basin) time: mean,"Northward Ocean Salt Transport from all physical processes affecting northward salt transport, resolved and parameterized. Diagnosed here as a function of latitude and basin.",latitude basin time,mon,Northward Ocean Salt Transport,ocean,,,GLB,kg s-1,New,"combine_cubes_to_basin_coord(sltbasin_global, sltbasin_atlantic, sltbasin_indopacific, mask_global=global_ocean_1D_V, mask_atl=atlantic_arctic_ocean_1D_V, mask_indpac=indian_pacific_ocean_1D_V)","combine_cubes_to_basin_coord(sltbasin[basin=1], sltbasin[basin=2], sltbasin[basin=5], mask_global=global_ocean_1D_V, mask_atl=atlantic_arctic_ocean_1D_V, mask_indpac=indian_pacific_ocean_1D_V)","combine_cubes_to_basin_coord(sltbasin_global, sltbasin_atlantic, sltbasin_indopacific, mask_global=global_ocean_1D_V, mask_atl=atlantic_arctic_ocean_1D_V, mask_indpac=indian_pacific_ocean_1D_V)","combine_cubes_to_basin_coord(sltbasin_global, sltbasin_atlantic, sltbasin_indopacific, mask_global=global_ocean_1D_V, mask_atl=atlantic_arctic_ocean_1D_V, mask_indpac=indian_pacific_ocean_1D_V)",,Kg s-1
Variable ocean.sfy.tavg-u-hxy-sea.mon.GLB (Omon.sfyint),1557,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1557,mon ocean approved_HadGEM,sfy_tavg-u-hxy-sea,ocean_salt_y_transport,Not present,area: areacello,area: mean where sea depth: sum where sea (over entire ocean column) time: mean,Ocean salt mass y transport vertically integrated over the whole ocean depth. Contains all contributions to 'y-ward' salt mass transport from resolved and parameterized processes. Report on native horizontal grid.,longitude latitude time,mon,Vertically Integrated Ocean Salt Mass Y Transport,ocean,,"2d vertically integrated field. If the full 3d transport is preferred, produce Omon.sfy instead. Report on native horizontal grid.",GLB,kg s-1,New,,sfyint,,,,g s-1
Variable ocean.sfy.tavg-ol-hxy-sea.mon.GLB (Omon.sfy),1556,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1556,mon ocean do-not-produce,sfy_tavg-ol-hxy-sea,ocean_salt_y_transport,Not present,area: areacello volume: volcello,area: mean where sea time: mean,Contains all contributions to 'y-ward' salt mass transport from resolved and parameterized processes. Report on native horizontal grid.,longitude latitude olevel time,mon,3D Ocean Salt Mass Y Transport,ocean,,"3d field. If only the 2d vertically integrated transport is available or is preferred, produce Omon.sfyint instead. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Report on native horizontal grid.",GLB,kg s-1,New,,,,,,
Variable ocean.sfx.tavg-u-hxy-sea.mon.GLB (Omon.sfxint),1555,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1555,mon ocean approved_HadGEM,sfx_tavg-u-hxy-sea,ocean_salt_x_transport,Not present,area: areacello,area: mean where sea depth: sum where sea (over entire ocean column) time: mean,Ocean salt mass x transport vertically integrated over the whole ocean depth. Contains all contributions to 'x-ward' salt mass transport from resolved and parameterized processes. Report on native horizontal grid.,longitude latitude time,mon,Vertically Integrated Ocean Salt Mass X Transport,ocean,,"2d vertically integrated field. If the full 3d transport is preferred, produce Omon.sfx instead. Report on native horizontal grid.",GLB,kg s-1,New,,sfxint,,,,g s-1
Variable ocean.sfx.tavg-ol-hxy-sea.mon.GLB (Omon.sfx),1554,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1554,mon ocean do-not-produce,sfx_tavg-ol-hxy-sea,ocean_salt_x_transport,Not present,area: areacello volume: volcello,area: mean where sea time: mean,Contains all contributions to 'x-ward' salt mass transport from resolved and parameterized processes. Report on native horizontal grid.,longitude latitude olevel time,mon,3D Ocean Salt Mass X Transport,ocean,,"3d field. If only the 2d vertically integrated transport is available or is preferred, produce Omon.sfxint instead. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Report on native horizontal grid.",GLB,kg s-1,New,,,,,,
Variable ocean.sfriver.tavg-u-hxy-sea.mon.GLB (Omon.sfriver),1553,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1553,mon ocean CMIP6,sfriver_tavg-u-hxy-sea,salt_flux_into_sea_water_from_rivers,,area: areacello,area: mean where sea time: mean,"This field is physical, and it arises when rivers carry a nonzero salt content. Often this is zero, with rivers assumed to be fresh.",longitude latitude time,mon,Salt Flux into Sea Water from Rivers,ocean,,Report on native horizontal grid as well as mapped onto sphere.,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
Variable ocean.sfdsi.tavg-u-hxy-sea.mon.GLB (Omon.sfdsi),1552,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1552,mon ocean CMIP6 UKESM1 HadGEM3-GC31,sfdsi_tavg-u-hxy-sea,downward_sea_ice_basal_salt_flux,"""modeling_realm"" was ""ocean seaIce"";",area: areacello,area: mean where sea time: mean,"This field is physical, and it arises since sea ice has a nonzero salt content, so it exchanges salt with the liquid ocean upon melting and freezing.",longitude latitude time,mon,Downward Sea Ice Basal Salt Flux,ocean,down,Report on native horizontal grid as well as mapped onto sphere.,GLB,kg m-2 s-1,CMIP6 CMOR variable,siflsaltbot,,siflsaltbot,,,kg m-2 s-1
Variable ocean.sfacrossline.tavg-u-ht-sea.mon.GLB (Omon.sfacrossline),1551,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1551,mon ocean do-not-produce,sfacrossline_tavg-u-ht-sea,ocean_salt_transport_across_line,Not present,area: areacello,depth: sum where sea time: mean,"Depth-integrated total salt mass transport from resolved and parameterized processes across different lines on the Earth's surface (based on appendix J and table J1 of Griffies et al., 2016). Formally, this means the integral along the line of the normal component of the heat transport. Positive and negative numbers refer to total northward/eastward and southward/westward transports, respectively. The transport should be evaluated for the full depth of the ocean, except for the Pacific Equatorial Undercurrent, which is averaged from the surface to 350m.",oline time,mon,Ocean Salt Mass Transport across Lines,ocean,,,GLB,W,New,,,,,,
Variable ocean.sf6.tavg-ol-hxy-sea.mon.GLB (Omon.sf6),1550,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1550,mon ocean CMIP6 UKESM1,sf6_tavg-ol-hxy-sea,mole_concentration_of_sulfur_hexafluoride_in_sea_water,"""comment"" was ""Mole concentration means number of moles per unit volume, also called 'molarity', and is used in the construction 'mole_concentration_of_X_in_Y', where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical formula of sulfur hexafluoride is SF6."";",area: areacello volume: volcello,area: mean where sea time: mean,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The chemical formula of sulfur hexafluoride is SF6.",longitude latitude olevel time,mon,Mole Concentration of SF6 in Sea Water,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,GLB,mol m-3,CMIP6 CMOR variable,,,SF6_E3T / thkcello,,,umol m-3
Variable ocean.sdvo.tavg-u-hxy-sea.mon.GLB (Omon.sdvo),1549,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1549,mon ocean do-not-produce,sdvo_tavg-u-hxy-sea,sea_surface_wave_stokes_drift_northward_velocity,Not present,area: areacello,area: mean where sea time: mean,"The northward component of the net drift velocity of ocean water caused by surface wind-sea waves. The Stokes drift velocity could be defined as the difference between the average Lagrangian flow velocity of a fluid parcel, and the average Eulerian flow velocity of the fluid at a fixed position.",longitude latitude time,mon,Northward Surface Stokes Drift,ocean,,,GLB,m s-1,New,,,,,,
Variable ocean.sduo.tavg-u-hxy-sea.mon.GLB (Omon.sduo),1548,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1548,mon ocean do-not-produce,sduo_tavg-u-hxy-sea,sea_surface_wave_stokes_drift_eastward_velocity,Not present,area: areacello,area: mean where sea time: mean,"The eastward component of the net drift velocity of ocean water caused by surface wind-sea waves. The Stokes drift velocity could be defined as the difference between the average Lagrangian flow velocity of a fluid parcel, and the average Eulerian flow velocity of the fluid at a fixed position.",longitude latitude time,mon,Eastward Surface Stokes Drift,ocean,,,GLB,m s-1,New,,,,,,
Variable ocean.scint.tavg-op4-hxy-sea.mon.GLB (Omon.scint),1547,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1547,mon ocean do-not-produce,scint_tavg-op4-hxy-sea,integral_wrt_depth_of_sea_water_practical_salinity_expressed_as_salt_mass_content,Not present,area: areacello,area: time: mean where sea,"This is a fundamental aspect of the changes in the hydrological cycle and their impact on the oceans, and due to new numerical schemes and vertical discretizations, it is important to calculate it consistently with the model formulation.",longitude latitude oplayer4 time,mon,Integral wrt depth of seawater practical salinity expressed as salt mass content,ocean,,"CHANGE: This is a new variable, which aids in understanding hydrological change. It is preferable to calculate it online, due to difficulties with vertical discretizations. It is calculated as an integral over hydrostatic pressure ranges, which makes it directly comparable with observations.",GLB,kg m-2,New,,,,,,
Variable ocean.pso.tavg-u-hxy-sea.mon.GLB (Omon.pso),1546,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1546,mon ocean CMIP6,pso_tavg-u-hxy-sea,sea_water_pressure_at_sea_water_surface,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'Sea water pressure' is the pressure that exists in the medium of sea water. It includes the pressure due to overlying sea water, sea ice, air and any other medium that may be present."";",area: areacello,area: mean where sea time: mean,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Sea water pressure"" is the pressure that exists in the medium of sea water. It includes the pressure due to overlying sea water, sea ice, air and any other medium that may be present.",longitude latitude time,mon,Sea Water Pressure at Sea Water Surface,ocean,,CMIP5 had units of dbar. CMIP6 uses Pa. Report on native horizontal grid as well as on a spherical latitude/longitude grid.,GLB,Pa,CMIP6 CMOR variable,,,,,,
