title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable seaIce.ts.tavg-u-hxy-si.mon.glb (SImon.sitemptop),1787,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1787,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved,ts_tavg-u-hxy-si,surface_temperature,"""comment"" was ""Report surface temperature of snow where snow covers the sea ice.""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Mean surface temperature of the sea-ice covered part of the grid cell. Wherever snow covers the ice, the surface temperature of the snow is used for the averaging, otherwise the surface temperature of the ice is used.",longitude latitude time,mon,Surface Temperature of Sea Ice,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",glb,K,CMIP6 CMOR variable,m01s03i535[lbproc=128] / m01s00i031[lbproc=128],m01s03i535[lbproc=128] / m01s00i031[lbproc=128],m01s03i535[lbproc=128] / m01s00i031[lbproc=128],m01s03i535[lbproc=128] / m01s00i031[lbproc=128],,K
Variable seaIce.snd.tavg-u-hxy-sn.mon.glb (SImon.sisnthick),1777,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1777,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM approved_HadGEM,snd_tavg-u-hxy-sn,surface_snow_thickness,"""comment"" was ""Actual thickness of snow (snow volume divided by snow-covered area)"";",area: areacello,area: time: mean where snow (for snow on sea ice only),Actual thickness of snow averaged over the snow-covered part of the sea ice. This thickness is usually directly available within the model formulation. It can also be derived by dividing the total volume of snow by the area of the snow.,longitude latitude time,mon,Snow Thickness,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where snow over sea_ice area: time: mean where sea_ice CMIP7:area: time: mean where snow (for snow on sea ice only),",glb,m,CMIP6 CMOR variable,sisnthick,sisnthick,sisnthick,sisnthick,,m
Variable seaIce.simass.tavg-u-hxy-si.mon.glb (SImon.simass),1751,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1751,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM approved_HadGEM,simass_tavg-u-hxy-si,sea_ice_amount,"""long_name"" was ""Sea-Ice Mass per Area""; ; ""comment"" was ""Total mass of sea ice divided by grid-cell area"";",area: areacello,area: time: mean where sea_ice over all_area_types,Total mass of sea ice divided by grid-cell area.,longitude latitude time,mon,Sea-Ice Mass,seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where sea time: mean CMIP7:area: mean where sea_ice over all___area_types time: mean	,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where sea time: mean CMIP7:area: time: mean where sea_ice over all_area_types,",glb,kg m-2,CMIP6 CMOR variable,hi * ICE_DENSITY,simass,hi * ICE_DENSITY,hi * ICE_DENSITY,,kg m-2
Variable seaIce.siconc.tavg-u-hxy-u.mon.glb (SImon.siconc),1705,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1705,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM approved_HadGEM,siconc_tavg-u-hxy-u,sea_ice_area_fraction,"""comment"" was ""Percentage of grid cell covered by sea ice""; ; ""cell_methods"" was ""area: mean where sea time: mean"";",area: areacello,area: time: mean,"Percentage of a given grid cell that is covered by sea ice on the ocean grid, independent of the thickness of that ice.",longitude latitude time,mon,Sea-Ice Area Percentage (Ocean Grid),seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where sea time: mean CMIP7:area: time: mean, CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typesi CMIP7:longitude latitude time,",glb,%,CMIP6 CMOR variable,aice,siconc/100.,aice,aice,,1
Variable seaIce.siconc.tavg-u-hxy-u.day.glb (SIday.siconc),1656,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1656,day seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV approved_UKESM approved_HadGEM,siconc_tavg-u-hxy-u,sea_ice_area_fraction,"""comment"" was ""Percentage of grid cell covered by sea ice""; ; ""cell_methods"" was ""area: mean where sea time: mean"";",area: areacello,area: time: mean,"Percentage of a given grid cell that is covered by sea ice on the ocean grid, independent of the thickness of that ice.",longitude latitude time,day,Sea-Ice Area Percentage (Ocean Grid),seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where sea time: mean CMIP7:area: time: mean, CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typesi CMIP7:longitude latitude time,",glb,%,CMIP6 CMOR variable,aice,siconc/100.,aice,aice,,1
Variable ocean.zostoga.tavg-u-hm-sea.mon.glb (Omon.zostoga),1620,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1620,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,zostoga_tavg-u-hm-sea,global_average_thermosteric_sea_level_change,,,area: mean where sea time: mean,There is no CMIP6 request for zosga nor zossga.,time,mon,Global Average Thermosteric Sea Level Change,ocean,,,glb,m,CMIP6 CMOR variable,"calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)","calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)","calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)","calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)",,m
Variable ocean.zos.tavg-u-hxy-sea.mon.glb (Omon.zos),1618,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1618,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,zos_tavg-u-hxy-sea,sea_surface_height_above_geoid,,area: areacello,area: mean where sea time: mean,"This is the effective dynamic sea level, so should have zero global area mean. It should not include inverse barometer depressions from sea ice.",longitude latitude time,mon,Sea Surface Height Above Geoid,ocean,,"See OMDP document for details. Report on native horizontal grid as well as on a spherical latitude/longitude grid.; The effective dynamic sea level as if sea ice (and snow) at a grid cell were converted to liquid seawater. The liquid-water equivalent sea surface which the liquid would have if the ice were replaced by an equal mass of sea water of the density of the surface water in its vicinity. Inverse barometer responses from sea-ice (and snow) loading are removed using equation H3 of Griffies et al, 2016 (<https://doi.org/10.5194/gmd-9-3231-2016>). zos is a dynamic sea level should have zero global area mean.; Ocean dynamic sea level is defined by Gregory et al. (2019: [doi.org/10.1007/s10712-019-09525-z](https://airtable.com/appqRFkdpwAitEZNY/tblxLKbWgySWunrpw/doi.org/10.1007/s10712-019-09525-z) )",glb,m,CMIP6 CMOR variable,zos,zos,zos,zos,,m
Variable ocean.wo.tavg-ol-hxy-sea.mon.glb (Omon.wo),1603,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1603,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,wo_tavg-ol-hxy-sea,upward_sea_water_velocity,"""cell_measures"" was ""--OPT""; ; ""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward).""; ; ""cell_methods"" was ""time: mean"";",area: areacello volume: volcello,area: mean where sea time: mean,Prognostic z-ward velocity component resolved by the model.,longitude latitude olevel time,mon,Sea Water Vertical Velocity,ocean,,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",glb,m s-1,CMIP6 CMOR variable,wo,wo,wo,wo,,m s-1
Variable ocean.wmo.tavg-ol-hxy-sea.mon.glb (Omon.wmo),1602,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1602,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,wmo_tavg-ol-hxy-sea,upward_ocean_mass_transport,"""comment"" was ""Upward mass transport from resolved and parameterized advective transport."";",area: areacello volume: volcello,area: sum where sea time: mean,Upward mass transport from residual mean (resolved plus parameterized) advective transport.,longitude latitude olevel time,mon,Upward Ocean Mass Transport,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit.,glb,kg s-1,CMIP6 CMOR variable,wmo,wmo,wmo,wmo,,kg s-1
Variable ocean.vo.tavg-ol-hxy-sea.mon.glb (Omon.vo),1588,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1588,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,vo_tavg-ol-hxy-sea,sea_water_y_velocity,"""cell_measures"" was ""--OPT""; ; ""cell_methods"" was ""time: mean"";",area: areacello volume: volcello,area: mean where sea time: mean,Prognostic y-ward velocity component resolved by the model.,longitude latitude olevel time,mon,Sea Water Y Velocity,ocean,,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",glb,m s-1,CMIP6 CMOR variable,vo,vo,vo,vo,,m s-1
Variable ocean.vmo.tavg-ol-hxy-sea.mon.glb (Omon.vmo),1587,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1587,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,vmo_tavg-ol-hxy-sea,ocean_mass_y_transport,"""cell_measures"" was ""--OPT""; ; ""comment"" was ""Y-ward mass transport from resolved and parameterized advective transport.""; ; ""cell_methods"" was ""time: mean"";",area: areacello volume: volcello,area: mean where sea time: mean,Y-ward mass transport from residual mean (resolved plus parameterized) advective transport.,longitude latitude olevel time,mon,Ocean Mass Y Transport,ocean,,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",glb,kg s-1,CMIP6 CMOR variable,vmo,vmo,vmo,vmo,,kg s-1
Variable ocean.uo.tavg-ol-hxy-sea.mon.glb (Omon.uo),1586,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1586,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,uo_tavg-ol-hxy-sea,sea_water_x_velocity,"""cell_measures"" was ""--OPT""; ; ""cell_methods"" was ""time: mean"";",area: areacello volume: volcello,area: mean where sea time: mean,Prognostic x-ward velocity component resolved by the model.,longitude latitude olevel time,mon,Sea Water X Velocity,ocean,,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",glb,m s-1,CMIP6 CMOR variable,uo,uo,uo,uo,,m s-1
Variable ocean.umo.tavg-ol-hxy-sea.mon.glb (Omon.umo),1585,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1585,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,umo_tavg-ol-hxy-sea,ocean_mass_x_transport,"""cell_measures"" was ""--OPT""; ; ""comment"" was ""X-ward mass transport from resolved and parameterized advective transport.""; ; ""cell_methods"" was ""time: mean"";",area: areacello volume: volcello,area: mean where sea time: mean,X-ward mass transport from residual mean (resolved plus parameterized) advective transport.,longitude latitude olevel time,mon,Ocean Mass X Transport,ocean,,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",glb,kg s-1,CMIP6 CMOR variable,umo,umo,umo,umo,,kg s-1
Variable ocean.tos.tavg-u-hxy-sea.mon.glb (Omon.tos),1583,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1583,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,tos_tavg-u-hxy-sea,sea_surface_temperature,"""comment"" was ""Temperature of upper boundary of the liquid ocean, including temperatures below sea-ice and floating ice shelves."";",area: areacello,area: mean where sea time: mean,"This may differ from ""surface temperature"" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.",longitude latitude time,mon,Sea Surface Temperature,ocean,,"Note change from CMIP5 K to CMIP6 C. Report on native horizontal grid as well as on a spherical latitude/longitude grid.; Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",glb,degC,CMIP6 CMOR variable,tos,tos,tos,tos,,degC
Variable ocean.thkcello.tavg-ol-hxy-sea.mon.glb (Omon.thkcello),1579,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1579,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,thkcello_tavg-ol-hxy-sea,cell_thickness,"""comment"" was ""'Thickness' means the vertical extent of a layer. 'Cell' refers to a model grid-cell."";",area: areacello volume: volcello,area: mean where sea time: mean,"The time varying thickness of ocean cells. ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.",longitude latitude olevel time,mon,Ocean Model Cell Thickness,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,m,CMIP6 CMOR variable,thkcello,thkcello,thkcello,thkcello,,m
Variable ocean.thetao.tavg-ol-hxy-sea.mon.glb (Omon.thetao),1577,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1577,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved approved_UKESM approved_HadGEM,thetao_tavg-ol-hxy-sea,sea_water_potential_temperature,,area: areacello volume: volcello,area: mean where sea time: mean,Diagnostic should be contributed even for models using conservative temperature as prognostic field.,longitude latitude olevel time,mon,Sea Water Potential Temperature,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,glb,degC,CMIP6 CMOR variable,thetao,thetao,thetao,thetao,,degC
Variable ocean.tauvo.tavg-u-hxy-sea.mon.glb (Omon.tauvo),1576,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1576,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,tauvo_tavg-u-hxy-sea,downward_y_stress_at_sea_water_surface,"""cell_measures"" was ""--OPT""; ; ""cell_methods"" was ""time: mean"";",area: areacello,area: mean where sea time: mean,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",longitude latitude time,mon,Sea Water Surface Downward Y Stress,ocean,down,"Report on native horizontal grid. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean,; CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello,",glb,N m-2,CMIP6 CMOR variable,"mask_copy(tauvo, mask_2D_V)","mask_copy(tauvo, mask_2D_V)","mask_copy(tauvo, mask_2D_V)","mask_copy(tauvo, mask_2D_V)",,N m-2
Variable ocean.tauuo.tavg-u-hxy-sea.mon.glb (Omon.tauuo),1575,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1575,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,tauuo_tavg-u-hxy-sea,downward_x_stress_at_sea_water_surface,"""cell_measures"" was ""--OPT""; ; ""cell_methods"" was ""time: mean"";",area: areacello,area: mean where sea time: mean,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",longitude latitude time,mon,Sea Water Surface Downward X Stress,ocean,down,"Report on native horizontal grid. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean,; CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello,",glb,N m-2,CMIP6 CMOR variable,"mask_copy(tauuo, mask_2D_U)","mask_copy(tauuo, mask_2D_U)","mask_copy(tauuo, mask_2D_U)","mask_copy(tauuo, mask_2D_U)",,N m-2
Variable ocean.sos.tavg-u-hxy-sea.mon.glb (Omon.sos),1566,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1566,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,sos_tavg-u-hxy-sea,sea_surface_salinity,"""units"" was ""0.001""; ; ""comment"" was ""Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. "";",area: areacello,area: mean where sea time: mean,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.",longitude latitude time,mon,Sea Surface Salinity,ocean,,"Report on native horizontal grid as well as on a spherical latitude/longitude grid. CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,; Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",glb,1E-03,CMIP6 CMOR variable,sos,sos,sos,sos,,1e-3
Variable ocean.so.tavg-ol-hxy-sea.mon.glb (Omon.so),1563,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1563,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,so_tavg-ol-hxy-sea,sea_water_salinity,"""units"" was ""0.001""; ; ""comment"" was ""Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. "";",area: areacello volume: volcello,area: mean where sea time: mean,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.",longitude latitude olevel time,mon,Sea Water Salinity,ocean,,"Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.; CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,",glb,1E-03,CMIP6 CMOR variable,so,so,so,so,,1e-3
Variable ocean.mlotst.tavg-u-hxy-sea.mon.glb (Omon.mlotst),1500,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1500,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,mlotst_tavg-u-hxy-sea,ocean_mixed_layer_thickness_defined_by_sigma_t,"""comment"" was ""Sigma T is potential density referenced to ocean surface.""; ; ""dimensions"" was ""longitude latitude time"";",area: areacello,area: mean where sea time: mean,Sigma T is potential density referenced to ocean surface. Defined by Sigma T of 0.03 kg m-3 wrt to model level closest to 10 m depth.,longitude latitude time deltasigt,mon,Ocean Mixed Layer Thickness Defined by Delta Sigma T of 0.03 kg m-3 referenced to the model level closest to 10 m depth,ocean,,"dsigmat coordinate added to clarify definition. Report on native horizontal grid as well as on a spherical latitude/longitude grid. CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time deltasigt,",glb,m,CMIP6 CMOR variable,mlotst,mlotst,mlotst,mlotst,,m
Variable ocean.masscello.tavg-ol-hxy-sea.mon.glb (Omon.masscello),1497,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1497,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,masscello_tavg-ol-hxy-sea,sea_water_mass_per_unit_area,"""cell_methods"" was ""area: sum where sea time: mean""; ; ""comment"" was ""Tracer grid-cell mass per unit area used for computing tracer budgets. For Boussinesq models with static ocean grid cell thickness, masscello = rhozero*thickcello, where thickcello is static cell thickness and rhozero is constant Boussinesq reference density. More generally, masscello is time dependent and reported as part of Omon."";",area: areacello volume: volcello,area: mean where sea time: mean,"For Boussinesq models, report this diagnostic as Boussinesq reference density times grid celll volume.",longitude latitude olevel time,mon,Ocean Grid-Cell Mass per Area,ocean,,"Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Do not use this field if masscello is fixed: use Ofx.masscello instead. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: sum where sea time: mean CMIP7:area: mean where sea time: mean,",glb,kg m-2,CMIP6 CMOR variable,masscello,masscello,masscello,masscello,,kg m-2
Variable ocean.hfds.tavg-u-hxy-sea.mon.glb (Omon.hfds),1447,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1447,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,hfds_tavg-u-hxy-sea,surface_downward_heat_flux_in_sea_water,"""comment"" was ""This is the net flux of heat entering the liquid water column through its upper surface (excluding any 'flux adjustment') ."";",area: areacello,area: mean where sea time: mean,"This is the net flux of heat entering the liquid water column through its upper surface (excluding any ""flux adjustment"") .",longitude latitude time,mon,Downward Heat Flux at Sea Water Surface,ocean,down,Report on native horizontal grid as well as remapped onto a latitude/longitude grid.,glb,W m-2,CMIP6 CMOR variable,hfds,hfds,hfds,hfds,,W m-2
Variable ocean.bigthetao.tavg-ol-hxy-sea.mon.glb (Omon.bigthetao),1380,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1380,mon ocean CMIP6 BCV approved_HadGEM,bigthetao_tavg-ol-hxy-sea,sea_water_conservative_temperature,"""comment"" was ""Sea water conservative temperature (this should be contributed only for models using conservative temperature as prognostic field)"";",area: areacello volume: volcello,area: mean where sea time: mean,Diagnostic should be contributed only for models using conservative temperature as prognostic field.,longitude latitude olevel time,mon,Sea Water Conservative Temperature,ocean,,,glb,degC,CMIP6 CMOR variable,,bigthetao,,,,degC
Variable ocean.thkcello.ti-ol-hxy-sea.fx.glb (Ofx.thkcello),1373,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1373,fx ocean CMIP6 BCV do-not-produce,thkcello_ti-ol-hxy-sea,cell_thickness,"""cell_methods"" was ""area: mean""; ; ""comment"" was ""'Thickness' means the vertical extent of a layer. 'Cell' refers to a model grid-cell."";",area: areacello volume: volcello,area: mean where sea,"Thickness of ocean cells. ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.",longitude latitude olevel,fx,Ocean Model Cell Thickness,ocean,,"If this field is time-dependent then save it instead as one of your Omon fields (see the Omon table) CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean CMIP7:area: mean where sea,",glb,m,CMIP6 CMOR variable,,,,,,
Variable ocean.sftof.ti-u-hxy-u.fx.glb (Ofx.sftof),1372,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1372,fx ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,sftof_ti-u-hxy-u,sea_area_fraction,"""comment"" was ""Percentage of horizontal area occupied by ocean."";",area: areacello,area: mean,This is the area fraction at the ocean surface.,longitude latitude,fx,Sea Area Percentage,ocean,,"Should this be recorded as a function of depth? Report on the same grid that ocean fields are reported (i.e., the ocean native grid, or the grid that ocean data has been provided to CMIP. For completeness, provide this even if the ocean grid is the same as the atmospheric grid.",glb,%,CMIP6 CMOR variable,sftof,sftof,sftof,sftof,,%
Variable ocean.masscello.ti-ol-hxy-sea.fx.glb (Ofx.masscello),1371,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1371,fx ocean CMIP6 BCV do-not-produce,masscello_ti-ol-hxy-sea,sea_water_mass_per_unit_area,"""cell_methods"" was ""area: sum""; ; ""comment"" was ""Tracer grid-cell mass per unit area used for computing tracer budgets. For Boussinesq models with static ocean grid cell thickness, masscello = rhozero*thickcello, where thickcello is static cell thickness and rhozero is constant Boussinesq reference density. More generally, masscello is time dependent and reported as part of Omon."";",area: areacello volume: volcello,area: mean where sea,"Tracer grid-cell mass per unit area used for computing tracer budgets. For Boussinesq models with static ocean grid cell thickness, masscello = rhozero\*thickcello, where thickcello is static cell thickness and rhozero is constant Boussinesq reference density. More generally, masscello is time dependent and reported as part of Omon.",longitude latitude olevel,fx,Ocean Grid-Cell Mass per Area,ocean,,"3-d field: report on grid that applies to temperature. Use this variable if masscello is fixed, e.g. for Boussinesq models with static ocean grid cell thickness.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: sum CMIP7:area: mean where sea,",glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable ocean.hfgeou.ti-u-hxy-sea.fx.glb (Ofx.hfgeou),1370,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1370,fx ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,hfgeou_ti-u-hxy-sea,upward_geothermal_heat_flux_at_sea_floor,"""dimensions"" was ""longitude latitude"";",area: areacello,area: mean where sea,Upward geothermal heat flux per unit area on the sea floor,longitude latitude,fx,Upward Geothermal Heat Flux at Sea Floor,ocean,up,Variable value should be reported as the upward flux at bottom of the deepest ocean layer; If this field is time-dependent then save it instead as one of your Omon fields (see the Omon table),glb,W m-2,CMIP6 CMOR variable,hfgeou,hfgeou,hfgeou,hfgeou,,W m-2
Variable ocean.deptho.ti-u-hxy-sea.fx.glb (Ofx.deptho),1363,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1363,fx ocean CMIP6 UKESM1 HadGEM3-GC31 BCV approved,deptho_ti-u-hxy-sea,sea_floor_depth_below_geoid,"""dimensions"" was ""longitude latitude""; ; ""comment"" was ""Ocean bathymetry. Reported here is the sea floor depth for present day relative to z=0 geoid. Reported as missing for land grid cells."";",area: areacello,area: mean where sea,Ocean bathymetry. Reported here is the sea floor depth for present day relative to z=0 geoid. Reported as missing for land grid cells.,longitude latitude,fx,Sea Floor Depth Below Geoid,ocean,,Save both native and spherical.,glb,m,CMIP6 CMOR variable,deptho,deptho,deptho,deptho,,m
