title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable seaIce.snc.tavg-u-hxy-si.mon.GLB (SImon.sisnconc),1765,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1765,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,snc_tavg-u-hxy-si,surface_snow_area_fraction,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""units"" was ""%""; ; ""comment"" was ""Percentage of sea ice, by area, which is covered by snow, giving equal weight to every square metre of sea ice . Exclude snow that lies on land or land ice.""; ; ""long_name"" was ""Snow Area Percentage"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Area fraction of the sea-ice surface that is covered by snow. In many models that do not explicitly resolve an areal fraction of snow, this variable will always be either 0 or 1.",longitude latitude time,mon,Snow Area Fraction,seaIce,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:% CMIP7:1, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,1,CMIP6 CMOR variable,snowfrac / aice,,snowfrac / aice,,1
Variable seaIce.sishearvel.tpt-u-hxy-si.mon.GLB (SImon.sishearvel),1763,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1763,mon seaIce CMIP6,sishearvel_tpt-u-hxy-si,maximum_over_coordinate_rotation_of_sea_ice_horizontal_shear_strain_rate,"""comment"" was ""Maximum shear of sea-ice velocity field (second shear strain invariant)""; ; ""frequency"" was ""monPt""; ; ""cell_methods"" was ""area: mean where sea_ice (comment: mask=siconc) time: point"";",area: areacello,area: mean where sea_ice (mask=siconc) time: point,"Maximum shear of sea-ice velocity field (second shear strain invariant). Requested as instantaneous value at the center of the month (i.e., first timestep of the 15th day of the month).",longitude latitude time1,mon,Maximum Shear of Sea-Ice Velocity Field,seaIce,,"CHANGE SINCE CMIP6: compound name,",GLB,s-1,CMIP6 CMOR variable,,,,,
Variable seaIce.sisaltmass.tavg-u-hxy-sea.mon.GLB (SImon.sisaltmass),1762,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1762,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sisaltmass_tavg-u-hxy-sea,sea_ice_mass_content_of_salt,"""long_name"" was ""Mass of Salt in Sea Ice per Area""; ; ""comment"" was ""Total mass of all salt in sea ice divided by grid-cell area"";",area: areacello,area: mean where sea time: mean,"Total mass of all salt in sea ice divided by grid-cell area. Sometimes, models implicitly or explicitly assume a different salinity of the ice for thermodynamic considerations than they do for closing the salt budget with the ocean. In these cases, the total mass of all salt in sea ice should be calculated from the salinity value used in the calculation of the salt budget.",longitude latitude time,mon,Mass of Salt in Sea Ice,seaIce,,,GLB,kg m-2,CMIP6 CMOR variable,sisaltmass,,sisaltmass,,kg m-2
Variable seaIce.sisali.tavg-u-hxy-si.mon.GLB (SImon.sisali),1761,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1761,mon seaIce CMIP6,sisali_tavg-u-hxy-si,sea_ice_salinity,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""units"" was ""0.001""; ; ""long_name"" was ""Sea Ice Salinity""; ; ""comment"" was ""Mean sea-ice salinity of all sea ice in grid cell"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Mean sea-ice salinity of all sea ice in grid cell. Sometimes, models implicitly or explicitly assume a different salinity of the ice for thermodynamic considerations than they do for closing the salt budget with the ocean. In these cases, the mean salinity used in the calculation of the salt budget should be reported.",longitude latitude time,mon,Sea-Ice Salinity,seaIce,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03, Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,1E-03,CMIP6 CMOR variable,,,,,
Variable seaIce.sithick.tavg-u-hxy-sir.mon.GLB (SImon.sirdgthick),1760,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1760,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sithick_tavg-u-hxy-sir,sea_ice_thickness,"""comment"" was ""Sea Ice Ridge Height (representing mean height over the ridged area)""; ; ""cell_methods"" was ""area: time: mean where sea_ice_ridges (comment: mask=sirdgconc)"";",area: areacello,area: time: mean where sea_ice_ridges (mask=sirdgconc),"Total volume of ridged sea ice divided by area of ridges, i.e. mean thickness of ridged sea ice.",longitude latitude time,mon,Ridged Ice Thickness,seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice_ridges (comment: mask=sirdgconc) CMIP7:area: time: mean where sea_ice_ridges (mask=sirdgconc),",GLB,m,CMIP6 CMOR variable,vrdg / ardg,,vrdg / ardg,,m
Variable seaIce.sirdgconc.tavg-u-hxy-si.mon.GLB (SImon.sirdgconc),1759,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1759,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sirdgconc_tavg-u-hxy-si,area_fraction,"""long_name"" was ""Percentage Cover of Sea Ice by Ridging""; ; ""comment"" was ""Fraction of sea ice, by area, which is covered by sea ice ridges, giving equal weight to every square metre of sea ice .""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""units"" was ""1"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Area fraction of sea-ice surface that is ridged sea ice.,longitude latitude time typesirdg,mon,Fraction of Ridged Sea Ice,seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc), CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:1 CMIP7:%,",GLB,%,CMIP6 CMOR variable,ardg,,ardg,,1
Variable seaIce.prra.tavg-u-hxy-si.mon.GLB (SImon.sipr),1758,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1758,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,prra_tavg-u-hxy-si,rainfall_flux,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""mass of liquid precipitation falling onto sea ice divided by grid-cell area"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Mass of liquid precipitation falling onto sea ice divided by grid-cell area. If the rain is directly put into the ocean, it should not be counted towards sipr. Always positive or zero.",longitude latitude time,mon,Rainfall Rate over Sea Ice,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,kg m-2 s-1,CMIP6 CMOR variable,rain_ai * FRESHWATER_DENSITY / (100. * SECONDS_IN_DAY),,rain_ai * FRESHWATER_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.simpthick.tavg-u-hxy-simp.mon.GLB (SImon.simpthick),1756,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1756,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,simpthick_tavg-u-hxy-simp,sea_ice_melt_pond_thickness,"""long_name"" was ""Meltpond Mass per Unit Area (as Depth)""; ; ""cell_methods"" was ""area: time: mean where sea_ice_melt_pond (comment: mask=simpconc)""; ; ""comment"" was ""Meltpond Depth"";",area: areacello,area: time: mean where sea_ice_melt_pond (mask=simpconc),"Average depth of melt ponds on sea ice, that is melt pond volume divided by melt pond area.",longitude latitude time,mon,Melt Pond Depth,seaIce,,"CHANGE SINCE CMIP6: compound name, Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",GLB,m,CMIP6 CMOR variable,hpond_ai / aice,,hpond_ai / aice,,m
Variable seaIce.simprefrozen.tavg-u-hxy-simp.mon.GLB (SImon.simprefrozen),1755,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1755,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,simprefrozen_tavg-u-hxy-simp,thickness_of_ice_on_sea_ice_melt_pond,"""comment"" was ""Volume of refrozen ice on melt ponds divided by meltpond covered area""; ; ""cell_methods"" was ""area: time: mean where sea_ice_melt_pond (comment: mask=simpconc)"";",area: areacello,area: time: mean where sea_ice_melt_pond (mask=simpconc),Volume of refrozen ice on melt ponds divided by melt pond covered area.,longitude latitude time,mon,Thickness of Refrozen Ice on Melt Pond,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice_melt_pond(comment: mask=simpconc) CMIP7:area: time: mean where sea_ice___melt_pond (mask=simpconc),",GLB,m,CMIP6 CMOR variable,ipond_ai / apond_ai,,ipond_ai / apond_ai,,m
Variable seaIce.simpeffconc.tavg-u-hxy-si.mon.GLB (SImon.simpeffconc),1754,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1754,mon seaIce approved_UKESM,simpeffconc_tavg-u-hxy-si,area_fraction,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Area fraction of sea-ice surface that is covered by open melt ponds, that is melt ponds that are not covered by snow or ice lids. This represents the effective (i.e. radiatively-active) melt pond area fraction.",longitude latitude time typemp,mon,Fraction of Sea Ice Covered by Effective Melt Pond,seaIce,,,GLB,%,New,,,,apeff_ai / aice,
Variable seaIce.simpconc.tavg-u-hxy-si.mon.GLB (SImon.simpconc),1753,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1753,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,simpconc_tavg-u-hxy-si,area_fraction,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Percentage of sea ice, by area, which is covered by melt ponds, giving equal weight to every square metre of sea ice .""; ; ""long_name"" was ""Percentage Cover of Sea Ice by Meltpond"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Area fraction of sea-ice surface that is covered by melt ponds.,longitude latitude time typemp,mon,Fraction of Sea Ice Covered by Melt Pond,seaIce,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:% CMIP7:1, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,%,CMIP6 CMOR variable,apond_ai / aice,,apond_ai / aice,,1
Variable seaIce.simassacrossline.tavg-u-ht-u.mon.GLB (SImon.simassacrossline),1752,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1752,mon seaIce CMIP6,simassacrossline_tavg-u-ht-u,sea_ice_transport_across_line,"""long_name"" was ""Sea Mass Area Flux Through Straits""; ; ""comment"" was ""net (sum of transport in all directions) sea ice area transport through the following four passages, positive into the Arctic Ocean 1. Fram Strait = (11.5W,81.3N to (10.5E,79.6N) 2. Canadian Archipelago = (128.2W,70.6N) to (59.3W,82.1N) 3. Barents opening = (16.8E,76.5N) to (19.2E,70.2N) 4. Bering Strait = (171W,66.2N) to (166W,65N)"";",,time: mean,"Net (sum of transport in all directions) sea ice mass transport through the following four passages, positive into the Arctic Ocean. Note that the definitions of the passages are for SIMIP purposes just meant as default values as given by the physical ocean MIP described in Griffies et al. (2016). Individual models might chose slightly different definitions as given by their grid geometry. 1. Fram Strait: (11.5W,81.3N) to (10.5E,79.6N). 2. Canadian Arctic Archipelago: (128.2W,70.6N) to (59.3W,82.1N). 3. Barents Sea Opening: (16.8E,76.5N) to (19.2E,70.2N). 4. Bering Strait: (171W,66.2N) to (166W,65N).",siline time,mon,Sea-Ice Mass Flux Through Straits,seaIce,,,GLB,kg s-1,CMIP6 CMOR variable,,,,,
Variable seaIce.simass.tavg-u-hxy-sea.mon.GLB (SImon.simass),1751,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1751,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV,simass_tavg-u-hxy-sea,sea_ice_amount,"""long_name"" was ""Sea-Ice Mass per Area""; ; ""comment"" was ""Total mass of sea ice divided by grid-cell area"";",area: areacello,area: mean where sea time: mean,Total mass of sea ice divided by grid-cell area.,longitude latitude time,mon,Sea-Ice Mass,seaIce,,,GLB,kg m-2,CMIP6 CMOR variable,hi * ICE_DENSITY,,hi * ICE_DENSITY,hi * ICE_DENSITY,kg m-2
Variable seaIce.siitdthick.tavg-u-hxy-si.mon.GLB (SImon.siitdthick),1750,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1750,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siitdthick_tavg-u-hxy-si,sea_ice_thickness,"""long_name"" was ""Sea-Ice Thickness in Thickness Categories""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siitdconc)""; ; ""comment"" was ""Actual (floe) thickness of sea ice in each category (NOT volume divided by grid area), (vector with one entry for each thickness category starting from the thinnest category, netcdf file should use thickness bounds of categories as third coordinate axis)"";",area: areacello,area: time: mean where sea_ice (mask=siitdconc),"Actual (floe) thickness of sea ice in each ice thickness category, NOT volume divided by grid area (vector with one entry for each ice thickness category starting from the thinnest category, netcdf file should use thickness bounds of categories as third coordinate axis).",longitude latitude iceband time,mon,Sea-Ice Thickness in Ice Thickness Categories,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siitdconc) CMIP7:area: time: mean where sea_ice (mask=siitdconc),",GLB,m,CMIP6 CMOR variable,vicen / aicen,,vicen / aicen,,m
Variable seaIce.siitdsnthick.tavg-u-hxy-si.mon.GLB (SImon.siitdsnthick),1749,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1749,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siitdsnthick_tavg-u-hxy-si,surface_snow_thickness,"""comment"" was ""Actual thickness of snow in each category (NOT volume divided by grid area), (vector with one entry for each thickness category starting from the thinnest category, netcdf file should use thickness bounds of categories as third coordinate axis)""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siitdconc)"";",area: areacello,area: time: mean where sea_ice (mask=siitdconc),"Actual thickness of snow in each ice thickness category, NOT snow volume divided by grid area (vector with one entry for each ice thickness category starting from the thinnest category, netcdf file should use thickness bounds of categories as third coordinate axis). It can also be derived by dividing the volume of snow by the area of snow in each thickness category.",longitude latitude iceband time,mon,Snow Thickness in Ice Thickness Categories,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siitdconc) CMIP7:area: time: mean where sea_ice (mask=siitdconc),",GLB,m,CMIP6 CMOR variable,vsnon / aicen,,vsnon / aicen,,m
Variable seaIce.siitdsnconc.tavg-u-hxy-si.mon.GLB (SImon.siitdsnconc),1748,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1748,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siitdsnconc_tavg-u-hxy-si,surface_snow_area_fraction,"""long_name"" was ""Snow Area Percentages in Ice Thickness Categories""; ; ""comment"" was ""Percentage of grid cell covered by snow in each ice-thickness category (vector with one entry for each thickness category starting from the thinnest category, netcdf file should use thickness bounds of the categories as third coordinate axis)""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siitdconc)"";",area: areacello,area: time: mean where sea_ice (mask=siitdconc),"Area fraction of grid cell covered by snow in each ice thickness category (vector with one entry for each ice thickness category starting from the thinnest category, netcdf file should use thickness bounds of the categories as third coordinate axis).",longitude latitude iceband time,mon,Snow Area Fractions in Ice Thickness Categories,seaIce,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:% CMIP7:1, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siitdconc) CMIP7:area: time: mean where sea_ice (mask=siitdconc),",GLB,1,CMIP6 CMOR variable,snowfracn,,snowfracn,,1
Variable seaIce.siitdconc.tavg-u-hxy-u.mon.GLB (SImon.siitdconc),1747,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1747,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siitdconc_tavg-u-hxy-u,sea_ice_area_fraction,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Percentage of grid cell covered by each ice-thickness category (vector with one entry for each thickness category starting from the thinnest category, netcdf file should use thickness bounds of the categories as third coordinate axis)""; ; ""long_name"" was ""Sea-Ice Area Percentages in Thickness Categories"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Area fraction of grid cell covered by each ice thickness category (vector with one entry for each ice thickness category starting from the thinnest category, netcdf file should use thickness bounds of the categories as third coordinate axis).",longitude latitude iceband time,mon,Sea-Ice Area Fractions in Ice Thickness Categories,seaIce,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:% CMIP7:1, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,1,CMIP6 CMOR variable,aicen,,aicen,,1
Variable seaIce.sihc.tavg-u-hxy-sea.mon.GLB (SImon.sihc),1746,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1746,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sihc_tavg-u-hxy-sea,sea_ice_enthalpy_content,"""standard_name"" was ""sea_ice_temperature_expressed_as_heat_content""; ; ""comment"" was ""Heat content of all ice in grid cell divided by total grid-cell area. Water at 0 Celsius is assumed to have a heat content of 0 J. Does not include heat content of snow, but does include heat content of brine. Heat content is always negative, since both the sensible and the latent heat content of ice are less than that of water""; ; ""long_name"" was ""Sea-Ice Heat Content per Unit Area"";",area: areacello,area: mean where sea time: mean,"Heat content of all ice in grid cell divided by grid-cell area. This includes both the latent and sensible heat content contributions. Water at 0C is assumed to have a heat content of 0 J. This variable does not include heat content of snow, but does include heat content of brine in the sea ice. Heat content is always negative since both the sensible and the latent heat content of ice are less than that of water.",longitude latitude time,mon,Sea-Ice Heat Content,seaIce,,,GLB,J m-2,CMIP6 CMOR variable,sihc,,sihc,,J m-2
Variable seaIce.siforcetilty.tavg-u-hxy-si.mon.GLB (SImon.siforcetilty),1744,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1744,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siforcetilty_tavg-u-hxy-si,sea_ice_y_force_per_unit_area_due_to_sea_surface_tilt,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL""; ; ""comment"" was ""Y-component of force on sea ice caused by sea-surface tilt"";",::MODEL,area: time: mean where sea_ice (mask=siconc),Y-component of the force on sea ice caused by sea-surface tilt divided by grid-cell area.,longitude latitude time,mon,Sea-Surface Tilt Term in Force Balance (Y-Component),seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc)",GLB,N m-2,CMIP6 CMOR variable,siforcetilty,,siforcetilty,,N m-2
Variable seaIce.siforcetiltx.tavg-u-hxy-si.mon.GLB (SImon.siforcetiltx),1743,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1743,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siforcetiltx_tavg-u-hxy-si,sea_ice_x_force_per_unit_area_due_to_sea_surface_tilt,"""comment"" was ""X-component of force on sea ice caused by sea-surface tilt""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL"";",::MODEL,area: time: mean where sea_ice (mask=siconc),X-component of the force on sea ice caused by sea-surface tilt divided by grid-cell area.,longitude latitude time,mon,Sea-Surface Tilt Term in Force Balance (X-Component),seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc)",GLB,N m-2,CMIP6 CMOR variable,siforcetiltx,,siforcetiltx,,N m-2
Variable seaIce.siforceintstry.tavg-u-hxy-si.mon.GLB (SImon.siforceintstry),1742,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1742,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siforceintstry_tavg-u-hxy-si,sea_ice_y_internal_stress,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL""; ; ""comment"" was ""Y-component of force on sea ice caused by internal stress (divergence of sigma)"";",::MODEL,area: time: mean where sea_ice (mask=siconc),Y-component of the force on sea ice caused by internal stress (divergence of sigma) divided by grid-cell area.,longitude latitude time,mon,Internal Stress Term in Force Balance (Y-Component),seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc)",GLB,N m-2,CMIP6 CMOR variable,siforceintstry,,siforceintstry,,N m-2
Variable seaIce.siforceintstrx.tavg-u-hxy-si.mon.GLB (SImon.siforceintstrx),1741,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1741,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siforceintstrx_tavg-u-hxy-si,sea_ice_x_internal_stress,"""comment"" was ""X-component of force on sea ice caused by internal stress (divergence of sigma)""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL"";",::MODEL,area: time: mean where sea_ice (mask=siconc),X-component of the force on sea ice caused by internal stress (divergence of sigma) divided by grid-cell area.,longitude latitude time,mon,Internal Stress Term in Force Balance (X-Component),seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc)",GLB,N m-2,CMIP6 CMOR variable,siforceintstrx,,siforceintstrx,,N m-2
Variable seaIce.siforcecorioly.tavg-u-hxy-si.mon.GLB (SImon.siforcecorioly),1740,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1740,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siforcecorioly_tavg-u-hxy-si,sea_ice_y_force_per_unit_area_due_to_coriolis_effect,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL""; ; ""comment"" was ""Y-component of force on sea ice caused by coriolis force"";",::MODEL,area: time: mean where sea_ice (mask=siconc),Y-component of the force on sea ice caused by the Coriolis force divided by grid-cell area.,longitude latitude time,mon,Coriolis Force Term in Force Balance (Y-Component),seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc)",GLB,N m-2,CMIP6 CMOR variable,siforcecorioly,,siforcecorioly,,N m-2
Variable seaIce.siforcecoriolx.tavg-u-hxy-si.mon.GLB (SImon.siforcecoriolx),1739,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1739,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siforcecoriolx_tavg-u-hxy-si,sea_ice_x_force_per_unit_area_due_to_coriolis_effect,"""comment"" was ""X-component of force on sea ice caused by coriolis force""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL"";",::MODEL,area: time: mean where sea_ice (mask=siconc),X-component of the force on sea ice caused by the Coriolis force divided by grid-cell area.,longitude latitude time,mon,Coriolis Force Term in Force Balance (X-Component),seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,N m-2,CMIP6 CMOR variable,siforcecoriolx,,siforcecoriolx,,N m-2
